author_name|id|author_order
Eduard C. Dragut|https://doi.org/10.1007/978-3-540-30468-5_50|first
Ramon Lawrence|https://doi.org/10.1007/978-3-540-30468-5_50|last
Massimo Mecella|https://doi.org/10.1007/3-540-36124-3_28|first
Monica Scannapieco|https://doi.org/10.1007/3-540-36124-3_28|middle
Antonino Virgillito|https://doi.org/10.1007/3-540-36124-3_28|middle
Roberto Baldoni|https://doi.org/10.1007/3-540-36124-3_28|middle
Tiziana Catarci|https://doi.org/10.1007/3-540-36124-3_28|middle
Carlo Batini|https://doi.org/10.1007/3-540-36124-3_28|last
Maria-Esther Vidal|https://doi.org/10.1109/COOPIS.1998.706193|first
Louiqa Raschid|https://doi.org/10.1109/COOPIS.1998.706193|middle
Jean-Robert Gruser|https://doi.org/10.1109/COOPIS.1998.706193|last
Hans-Nikolas Locher|https://doi.org/10.1007/978-3-540-39964-3_68|first
Nicolas Bouillot|https://doi.org/10.1007/978-3-540-39964-3_68|middle
Erwan Becquet|https://doi.org/10.1007/978-3-540-39964-3_68|middle
François Déchelle|https://doi.org/10.1007/978-3-540-39964-3_68|middle
Eric Gressier-Soudan|https://doi.org/10.1007/978-3-540-39964-3_68|last
Andreas Margelisch|https://doi.org/10.1109/COOPIS.1999.792174|first
Ulrich Reimer|https://doi.org/10.1109/COOPIS.1999.792174|middle
Martin Staudt 0001|https://doi.org/10.1109/COOPIS.1999.792174|middle
Thomas Vetterli|https://doi.org/10.1109/COOPIS.1999.792174|last
Luis E. Anido-Rifón|https://doi.org/10.1007/3-540-36124-3_87|first
Judith S. Rodríguez|https://doi.org/10.1007/3-540-36124-3_87|middle
Manuel Caeiro|https://doi.org/10.1007/3-540-36124-3_87|middle
Juan Manuel Santos|https://doi.org/10.1007/3-540-36124-3_87|last
Asuman Dogac|https://doi.org/10.1007/10722620_14|first
Yusuf Tambag|https://doi.org/10.1007/10722620_14|middle
Arif Tumer|https://doi.org/10.1007/10722620_14|middle
M. Ezbiderli|https://doi.org/10.1007/10722620_14|middle
Nesime Tatbul|https://doi.org/10.1007/10722620_14|middle
N. Hamali|https://doi.org/10.1007/10722620_14|middle
C. Icdem|https://doi.org/10.1007/10722620_14|middle
Catriel Beeri|https://doi.org/10.1007/10722620_14|last
Dimitri Theodoratos|https://doi.org/10.1007/10722620_7|first
Weiyi Meng|https://doi.org/10.1109/COOPIS.1999.792150|first
Clement T. Yu|https://doi.org/10.1109/COOPIS.1999.792150|middle
King-Lup Liu|https://doi.org/10.1109/COOPIS.1999.792150|last
Gustavo Alonso|Cooperative Modeling in Aplied Geographic Research._1994|first
Amr El Abbadi|Cooperative Modeling in Aplied Geographic Research._1994|last
Stavros Papastavrou|https://doi.org/10.1007/978-3-540-39964-3_35|first
George Samaras|https://doi.org/10.1007/978-3-540-39964-3_35|middle
Paraskevas Evripidou|https://doi.org/10.1007/978-3-540-39964-3_35|middle
Panos K. Chrysanthis|https://doi.org/10.1007/978-3-540-39964-3_35|last
Susan Weissman Lauzac|https://doi.org/10.1007/3-540-36124-3_7|first
Panos K. Chrysanthis|https://doi.org/10.1007/3-540-36124-3_7|last
Odysseas Papapetrou|https://doi.org/10.1007/978-3-540-30468-5_36|first
George Samaras|https://doi.org/10.1007/978-3-540-30468-5_36|last
Dong Chun Lee|https://doi.org/10.1007/3-540-36124-3_36|first
Hyun Cheul Shin|https://doi.org/10.1007/3-540-36124-3_36|middle
Jeom Goo Kim|https://doi.org/10.1007/3-540-36124-3_36|last
Zhe Wang|https://doi.org/10.1007/978-3-031-17834-4_1|first
Xiaomei Li|https://doi.org/10.1007/978-3-031-17834-4_1|middle
Zhongwen Guo|https://doi.org/10.1007/978-3-031-17834-4_1|last
John Mylopoulos|Task-Oriented Development of Intelligent Information Systems._1993|first
Thomas Rose 0001|Task-Oriented Development of Intelligent Information Systems._1993|middle
Carson C. Woo|Task-Oriented Development of Intelligent Information Systems._1993|last
Elisa Bertino|https://doi.org/10.1007/978-3-540-39964-3_2|first
Dennis McLeod|https://doi.org/10.1007/978-3-540-39964-3_2|last
Mohsen Sharifi|https://doi.org/10.1007/978-3-540-30469-2_22|first
Adel Torkaman Rahmani|https://doi.org/10.1007/978-3-540-30469-2_22|middle
Vahid Rafe|https://doi.org/10.1007/978-3-540-30469-2_22|middle
Hossein Momeni|https://doi.org/10.1007/978-3-540-30469-2_22|last
Gary Hoi Kit Lam|https://doi.org/10.1007/978-3-540-30468-5_34|first
Hong Va Leong|https://doi.org/10.1007/978-3-540-30468-5_34|middle
Stephen Chi-fai Chan|https://doi.org/10.1007/978-3-540-30468-5_34|last
Wil M. P. van der Aalst|https://doi.org/10.1007/10722620_2|first
Alistair P. Barros|https://doi.org/10.1007/10722620_2|middle
Arthur H. M. ter Hofstede|https://doi.org/10.1007/10722620_2|middle
Bartek Kiepuszewski|https://doi.org/10.1007/10722620_2|last
Sandra Teixeira|https://doi.org/10.1007/3-540-36124-3_62|first
Pedro Vicente|https://doi.org/10.1007/3-540-36124-3_62|middle
Alexandre S. Pinto|https://doi.org/10.1007/3-540-36124-3_62|middle
Hugo Miranda|https://doi.org/10.1007/3-540-36124-3_62|middle
Luís E. T. Rodrigues|https://doi.org/10.1007/3-540-36124-3_62|middle
Jorge Martins|https://doi.org/10.1007/3-540-36124-3_62|middle
António Rito Silva|https://doi.org/10.1007/3-540-36124-3_62|last
Antonio Si|https://doi.org/10.1109/COOPIS.1996.554999|first
Chi C. Ying|https://doi.org/10.1109/COOPIS.1996.554999|middle
Dennis McLeod|https://doi.org/10.1109/COOPIS.1996.554999|last
Anisoara Nica|https://doi.org/10.1109/COOPIS.1997.613818|first
Elke A. Rundensteiner|https://doi.org/10.1109/COOPIS.1997.613818|last
Giancarlo Guizzardi|https://doi.org/10.1007/3-540-36124-3_70|first
Heinrich Herre|https://doi.org/10.1007/3-540-36124-3_70|middle
Gerd Wagner 0001|https://doi.org/10.1007/3-540-36124-3_70|last
Maurizio Lenzerini|https://doi.org/10.1007/3-540-44751-2_3|first
Giacomo Piccinelli|https://doi.org/10.1109/COOPIS.1998.706273|first
Yasuo Ariki|https://doi.org/10.1109/COOPIS.1997.613815|first
Yoshiaki Sugiyama|https://doi.org/10.1109/COOPIS.1997.613815|last
Steve Laufmann|http://doi.ieeecomputersociety.org/10.1109/COOPIS.1997.10000|first
Vanja Josifovski|https://doi.org/10.1109/COOPIS.1999.792178|first
Timour Katchaounov|https://doi.org/10.1109/COOPIS.1999.792178|middle
Tore Risch|https://doi.org/10.1109/COOPIS.1999.792178|last
Chiang Lee|https://doi.org/10.1109/COOPIS.1998.706202|first
Chih-Horng Ke|https://doi.org/10.1109/COOPIS.1998.706202|middle
J.-B. Chang|https://doi.org/10.1109/COOPIS.1998.706202|middle
Yaw-Huei Chen|https://doi.org/10.1109/COOPIS.1998.706202|last
Timour Katchaounov|https://doi.org/10.1007/10722620_15|first
Vanja Josifovski|https://doi.org/10.1007/10722620_15|middle
Tore Risch|https://doi.org/10.1007/10722620_15|last
Stéphane Gançarski|https://doi.org/10.1007/3-540-36124-3_24|first
Hubert Naacke|https://doi.org/10.1007/3-540-36124-3_24|middle
Esther Pacitti|https://doi.org/10.1007/3-540-36124-3_24|middle
Patrick Valduriez|https://doi.org/10.1007/3-540-36124-3_24|last
Yannis Tzitzikas|https://doi.org/10.1007/978-3-540-39964-3_18|first
Carlo Meghini|https://doi.org/10.1007/978-3-540-39964-3_18|last
Aldo Gangemi|https://doi.org/10.1007/978-3-540-39964-3_44|first
Peter Mika|https://doi.org/10.1007/978-3-540-39964-3_44|last
Lai Xu 0001|https://doi.org/10.1007/978-3-540-30468-5_33|first
Manfred A. Jeusfeld|https://doi.org/10.1007/978-3-540-30468-5_33|last
Thomas Kudrass|https://doi.org/10.1109/COOPIS.1996.555019|first
Andreas Loew|https://doi.org/10.1109/COOPIS.1996.555019|middle
Alejandro P. Buchmann|https://doi.org/10.1109/COOPIS.1996.555019|last
Ramanathan Kavasseri|https://doi.org/10.1109/COOPIS.1996.555008|first
Todd Keating|https://doi.org/10.1109/COOPIS.1996.555008|middle
Michael Wittman|https://doi.org/10.1109/COOPIS.1996.555008|middle
Anupam Joshi|https://doi.org/10.1109/COOPIS.1996.555008|middle
Sanjiva Weerawarana|https://doi.org/10.1109/COOPIS.1996.555008|last
Ashraf Wadaa|https://doi.org/10.1109/COOPIS.1997.613824|first
Stewart Shen|https://doi.org/10.1109/COOPIS.1997.613824|middle
Mohamed Eltoweissy|https://doi.org/10.1109/COOPIS.1997.613824|last
Katia P. Sycara|https://doi.org/10.1007/978-3-540-39964-3_37|first
Prithviraj Dasgupta|https://doi.org/10.1007/10722620_28|first
Rajarshi Das|https://doi.org/10.1007/10722620_28|last
Pilar Herrero|https://doi.org/10.1007/978-3-540-39964-3_10|first
Angélica de Antonio|https://doi.org/10.1007/978-3-540-39964-3_10|last
G. Barbian|CODA - A GROUPBASE-System for Cooperative Design Applications._1993|first
Gunter Schlageter|CODA - A GROUPBASE-System for Cooperative Design Applications._1993|last
Stefan Paal|https://doi.org/10.1007/3-540-36124-3_56|first
Reiner Kammüller|https://doi.org/10.1007/3-540-36124-3_56|middle
Bernd Freisleben|https://doi.org/10.1007/3-540-36124-3_56|last
Laura Bright|https://doi.org/10.1109/COOPIS.1999.792167|first
Louiqa Raschid|https://doi.org/10.1109/COOPIS.1999.792167|middle
Vladimir Zadorozhny|https://doi.org/10.1109/COOPIS.1999.792167|middle
Tao Zhan|https://doi.org/10.1109/COOPIS.1999.792167|last
Michael Becht|https://doi.org/10.1109/COOPIS.1999.792181|first
Thorsten Riemke-Gurzki|https://doi.org/10.1109/COOPIS.1999.792181|middle
Jürgen Klarmann|https://doi.org/10.1109/COOPIS.1999.792181|middle
Matthias Muscholl|https://doi.org/10.1109/COOPIS.1999.792181|last
Dean Kuo|https://doi.org/10.1109/COOPIS.1998.706289|first
Volker Gaede|https://doi.org/10.1109/COOPIS.1998.706289|middle
Kerry L. Taylor|https://doi.org/10.1109/COOPIS.1998.706289|last
Henrike Berthold|https://doi.org/10.1007/3-540-44751-2_22|first
Klaus Meyer-Wegener|https://doi.org/10.1007/3-540-44751-2_22|last
Stefan Paal|https://doi.org/10.1007/978-3-540-39964-3_82|first
Reiner Kammüller|https://doi.org/10.1007/978-3-540-39964-3_82|middle
Bernd Freisleben|https://doi.org/10.1007/978-3-540-39964-3_82|last
Yun Bai|https://doi.org/10.1007/3-540-36124-3_71|first
Bettina von Buol|https://doi.org/10.1109/COOPIS.1997.613822|first
Stefanie Kethers|https://doi.org/10.1109/COOPIS.1997.613822|middle
Manfred A. Jeusfeld|https://doi.org/10.1109/COOPIS.1997.613822|middle
Matthias Jarke|https://doi.org/10.1109/COOPIS.1997.613822|last
Antonio Badia|https://doi.org/10.1007/3-540-36124-3_26|first
Sanjay Kumar Madria|https://doi.org/10.1007/3-540-36124-3_26|last
Joseph Albert|https://doi.org/10.1109/COOPIS.1996.554997|first
Amy Unruh|https://doi.org/10.1007/978-3-540-30468-5_17|first
James Bailey 0001|https://doi.org/10.1007/978-3-540-30468-5_17|middle
Kotagiri Ramamohanarao|https://doi.org/10.1007/978-3-540-30468-5_17|last
Mariano Cilia|https://doi.org/10.1007/978-3-540-39964-3_30|first
Christof Bornhövd|https://doi.org/10.1007/978-3-540-39964-3_30|middle
Alejandro P. Buchmann|https://doi.org/10.1007/978-3-540-39964-3_30|last
Luca De Santis|https://doi.org/10.1007/978-3-540-39964-3_23|first
Monica Scannapieco|https://doi.org/10.1007/978-3-540-39964-3_23|middle
Tiziana Catarci|https://doi.org/10.1007/978-3-540-39964-3_23|last
Stefan Samhaber|https://doi.org/10.1007/978-3-031-17834-4_8|first
Maria Leitner|https://doi.org/10.1007/978-3-031-17834-4_8|last
Jun Huang|Cooperation in Distributed Medcal Care._1994|first
Nicholas R. Jennings|Cooperation in Distributed Medcal Care._1994|middle
John Fox 0001|Cooperation in Distributed Medcal Care._1994|last
Feng Tao 0001|https://doi.org/10.1007/978-3-540-30468-5_42|first
Liming Chen 0001|https://doi.org/10.1007/978-3-540-30468-5_42|middle
Nigel Shadbolt|https://doi.org/10.1007/978-3-540-30468-5_42|middle
Fenglian Xu|https://doi.org/10.1007/978-3-540-30468-5_42|middle
Simon J. Cox|https://doi.org/10.1007/978-3-540-30468-5_42|middle
Colin Puleston|https://doi.org/10.1007/978-3-540-30468-5_42|middle
Carole A. Goble|https://doi.org/10.1007/978-3-540-30468-5_42|last
Andrzej Jodlowski|https://doi.org/10.1007/978-3-540-39964-3_65|first
Piotr Habela|https://doi.org/10.1007/978-3-540-39964-3_65|middle
Jacek Plodzien|https://doi.org/10.1007/978-3-540-39964-3_65|middle
Kazimierz Subieta|https://doi.org/10.1007/978-3-540-39964-3_65|last
John Mylopoulos|Partitioning Information Bases with Contexts._1995|first
Renate Motschnig-Pitrik|Partitioning Information Bases with Contexts._1995|last
Guizhen Yang|https://doi.org/10.1007/3-540-36124-3_65|first
Michael Kifer|https://doi.org/10.1007/3-540-36124-3_65|last
Herman Balsters|https://doi.org/10.1007/978-3-540-30468-5_48|first
Bert O. de Brock|https://doi.org/10.1007/978-3-540-30468-5_48|last
Pascal Felber|https://doi.org/10.1007/3-540-36124-3_50|first
Priya Narasimhan|https://doi.org/10.1007/3-540-36124-3_50|last
Beata Beigman Klebanov|https://doi.org/10.1007/978-3-540-30468-5_47|first
Kevin Knight|https://doi.org/10.1007/978-3-540-30468-5_47|middle
Daniel Marcu|https://doi.org/10.1007/978-3-540-30468-5_47|last
Daniela Florescu|Using Heterogeneous Equivalences for Query Rewriting in Multidatabase Systems._1995|first
Louiqa Raschid|Using Heterogeneous Equivalences for Query Rewriting in Multidatabase Systems._1995|middle
Patrick Valduriez|Using Heterogeneous Equivalences for Query Rewriting in Multidatabase Systems._1995|last
Wen-Chih Peng|https://doi.org/10.1007/10722620_25|first
Ming-Syan Chen|https://doi.org/10.1007/10722620_25|last
Ljiljana Stojanovic|https://doi.org/10.1007/978-3-540-39964-3_54|first
Nenad Stojanovic|https://doi.org/10.1007/978-3-540-39964-3_54|middle
Jorge Gonzalez|https://doi.org/10.1007/978-3-540-39964-3_54|middle
Rudi Studer|https://doi.org/10.1007/978-3-540-39964-3_54|last
Gunar Schirner|https://doi.org/10.1007/978-3-540-30469-2_23|first
Trevor Harmon|https://doi.org/10.1007/978-3-540-30469-2_23|middle
Raymond Klefstad|https://doi.org/10.1007/978-3-540-30469-2_23|last
Thang Le Dinh|https://doi.org/10.1007/3-540-36124-3_86|first
Michel Léonard|https://doi.org/10.1007/3-540-36124-3_86|last
Keiko Hiramatsu|https://doi.org/10.1109/COOPIS.1998.706283|first
Ken-ichi Okada|https://doi.org/10.1109/COOPIS.1998.706283|middle
Yutaka Matsushita|https://doi.org/10.1109/COOPIS.1998.706283|middle
Hamo Hayami|https://doi.org/10.1109/COOPIS.1998.706283|last
Moira C. Norrie|Universal Contextual Queries in Database Networks._1995|first
D. Kerr|Universal Contextual Queries in Database Networks._1995|last
Richard Mark Soley|https://doi.org/10.1007/978-3-540-39964-3_66|first
Tarcísio da Rocha|A CORBA-Based Transaction System for the Wireless Communication Environment._|first
Maria Beatriz Felgar de Toledo|A CORBA-Based Transaction System for the Wireless Communication Environment._|last
Paulo Barthelmess|https://doi.org/10.1007/978-3-540-30469-2_38|first
Clarence A. Ellis|https://doi.org/10.1007/978-3-540-30469-2_38|last
Mónica Pinto|https://doi.org/10.1007/3-540-44751-2_18|first
Mercedes Amor|https://doi.org/10.1007/3-540-44751-2_18|middle
Lidia Fuentes|https://doi.org/10.1007/3-540-44751-2_18|middle
José M. Troya|https://doi.org/10.1007/3-540-44751-2_18|last
Gerrit Tamm|https://doi.org/10.1007/10722620_10|first
Oliver Günther 0001|https://doi.org/10.1007/10722620_10|last
Hartmut Vogler|https://doi.org/10.1109/COOPIS.1998.706190|first
Alejandro P. Buchmann|https://doi.org/10.1109/COOPIS.1998.706190|last
Kevin S. Beyer|https://doi.org/10.1109/COOPIS.1998.706186|first
Miron Livny|https://doi.org/10.1109/COOPIS.1998.706186|middle
Raghu Ramakrishnan|https://doi.org/10.1109/COOPIS.1998.706186|last
Pablo A. Haya|https://doi.org/10.1007/978-3-540-30468-5_30|first
Germán Montoro|https://doi.org/10.1007/978-3-540-30468-5_30|middle
Xavier Alamán|https://doi.org/10.1007/978-3-540-30468-5_30|last
Ioana Manolescu|https://doi.org/10.1007/3-540-36124-3_27|first
Luc Bouganim|https://doi.org/10.1007/3-540-36124-3_27|middle
Françoise Fabret|https://doi.org/10.1007/3-540-36124-3_27|middle
Eric Simon|https://doi.org/10.1007/3-540-36124-3_27|last
Alysson Neves Bessani|https://doi.org/10.1007/978-3-540-30469-2_36|first
Joni da Silva Fraga|https://doi.org/10.1007/978-3-540-30469-2_36|middle
Lau Cheuk Lung|https://doi.org/10.1007/978-3-540-30469-2_36|middle
Eduardo Adílio Pelinson Alchieri|https://doi.org/10.1007/978-3-540-30469-2_36|last
Eithan Ephrati|Distributed Consensus Mechanisms for Self-Interested Heterogeneous Agents._1993|first
Jeffrey S. Rosenschein|Distributed Consensus Mechanisms for Self-Interested Heterogeneous Agents._1993|last
Jimena Rodríguez|https://doi.org/10.1007/978-3-540-39964-3_73|first
Alfredo Goñi|https://doi.org/10.1007/978-3-540-39964-3_73|middle
Arantza Illarramendi|https://doi.org/10.1007/978-3-540-39964-3_73|last
Karim Baïna|https://doi.org/10.1007/3-540-44751-2_19|first
Khalid Benali|https://doi.org/10.1007/3-540-44751-2_19|middle
Claude Godart|https://doi.org/10.1007/3-540-44751-2_19|last
John Murphy 0001|Multidatabase Interoperability in Health Case Legacy Applications._1994|first
Jane Grimson|Multidatabase Interoperability in Health Case Legacy Applications._1994|last
Dulcineia Carvalho|https://doi.org/10.1007/978-3-540-39964-3_74|first
Roy H. Campbell|https://doi.org/10.1007/978-3-540-39964-3_74|middle
Geneva G. Belford|https://doi.org/10.1007/978-3-540-39964-3_74|middle
M. Dennis Mickunas|https://doi.org/10.1007/978-3-540-39964-3_74|last
Song Liu 0001|https://doi.org/10.1007/978-3-540-30469-2_14|first
Liang-Tien Chia|https://doi.org/10.1007/978-3-540-30469-2_14|middle
Syin Chan|https://doi.org/10.1007/978-3-540-30469-2_14|last
Jörg P. Müller|An Architecture for Dynamically Interacting Agents._1994|first
Markus Pischel|An Architecture for Dynamically Interacting Agents._1994|last
Karl Aberer|https://doi.org/10.1007/3-540-44751-2_15|first
Mostafa Haghjoo|A Semantic-Based Nested Transaction Model for Intelligent and Cooperative Information Systems._1993|first
Mike P. Papazoglou|A Semantic-Based Nested Transaction Model for Intelligent and Cooperative Information Systems._1993|middle
H. W. Schmidt|A Semantic-Based Nested Transaction Model for Intelligent and Cooperative Information Systems._1993|last
Zhongming Han|https://doi.org/10.1007/978-3-540-30469-2_18|first
Shoujian Yu|https://doi.org/10.1007/978-3-540-30469-2_18|middle
Jiajin Le|https://doi.org/10.1007/978-3-540-30469-2_18|last
Gilad Zlotkin|Negotiation with Incomplete Information about Worth: Strict versus Tolerant Mechanisms._1993|first
Jeffrey S. Rosenschein|Negotiation with Incomplete Information about Worth: Strict versus Tolerant Mechanisms._1993|last
Stefano Ceri|https://doi.org/10.1109/COOPIS.1999.792147|first
Bharat K. Bhargava|O-Raid: Experiences and Experiments._1993|first
Yin-he Jiang|O-Raid: Experiences and Experiments._1993|middle
Jagannathan Srinivasan|O-Raid: Experiences and Experiments._1993|last
Yangjun Chen|https://doi.org/10.1109/COOPIS.1998.706183|first
Wolfgang Benn|https://doi.org/10.1109/COOPIS.1998.706183|last
Nenad Stojanovic|https://doi.org/10.1007/3-540-36124-3_75|first
Ljiljana Stojanovic|https://doi.org/10.1007/3-540-36124-3_75|last
Michael Kirchhof|https://doi.org/10.1007/978-3-540-30468-5_29|first
Ulrich Norbisrath|https://doi.org/10.1007/978-3-540-30468-5_29|middle
Christof Skrzypczyk|https://doi.org/10.1007/978-3-540-30468-5_29|last
Sean Bechhofer|https://doi.org/10.1007/3-540-36124-3_73|first
Les Carr|https://doi.org/10.1007/3-540-36124-3_73|middle
Carole A. Goble|https://doi.org/10.1007/3-540-36124-3_73|middle
Simon Kampa|https://doi.org/10.1007/3-540-36124-3_73|middle
Timothy Miles-Board|https://doi.org/10.1007/3-540-36124-3_73|last
David Konopnicki|https://doi.org/10.1109/COOPIS.1999.792168|first
Oded Shmueli|https://doi.org/10.1109/COOPIS.1999.792168|last
Gábor Mihály Surányi|https://doi.org/10.1007/978-3-540-30468-5_45|first
Gábor Nagypál|https://doi.org/10.1007/978-3-540-30468-5_45|middle
Andreas P. Schmidt|https://doi.org/10.1007/978-3-540-30468-5_45|last
Marina Bitsaki|https://doi.org/10.1007/978-3-540-30468-5_27|first
Manos Dramitinos|https://doi.org/10.1007/978-3-540-30468-5_27|middle
George D. Stamoulis|https://doi.org/10.1007/978-3-540-30468-5_27|middle
George Antoniadis|https://doi.org/10.1007/978-3-540-30468-5_27|last
Zeynep Ozturk Yurt|https://doi.org/10.1007/978-3-031-17834-4_20|first
Rik Eshuis|https://doi.org/10.1007/978-3-031-17834-4_20|middle
Banu Aysolmaz|https://doi.org/10.1007/978-3-031-17834-4_20|middle
Anna Wilbik|https://doi.org/10.1007/978-3-031-17834-4_20|middle
Irene T. P. Vanderfeesten|https://doi.org/10.1007/978-3-031-17834-4_20|last
Marie-Christine Fauvet|https://doi.org/10.1007/3-540-36124-3_22|first
Marlon Dumas|https://doi.org/10.1007/3-540-36124-3_22|middle
Boualem Benatallah|https://doi.org/10.1007/3-540-36124-3_22|last
Jian Tang 0001|https://doi.org/10.1109/COOPIS.1999.792172|first
Gregor Joeris|https://doi.org/10.1109/COOPIS.1998.706275|first
Otthein Herzog|https://doi.org/10.1109/COOPIS.1998.706275|last
Richard Arthur|https://doi.org/10.1007/978-3-540-39964-3_91|first
Virginia DiDomizio|https://doi.org/10.1007/978-3-540-39964-3_91|middle
Louis Hoebel|https://doi.org/10.1007/978-3-540-39964-3_91|last
Praveen Kaushik Sharma|https://doi.org/10.1007/978-3-540-30469-2_26|first
Joseph P. Loyall|https://doi.org/10.1007/978-3-540-30469-2_26|middle
George T. Heineman|https://doi.org/10.1007/978-3-540-30469-2_26|middle
Richard E. Schantz|https://doi.org/10.1007/978-3-540-30469-2_26|middle
Richard Shapiro|https://doi.org/10.1007/978-3-540-30469-2_26|middle
Gary Duzan|https://doi.org/10.1007/978-3-540-30469-2_26|last
Francesco Buccafurri|https://doi.org/10.1007/3-540-36124-3_74|first
Gianluca Lax|https://doi.org/10.1007/3-540-36124-3_74|middle
Domenico Rosaci|https://doi.org/10.1007/3-540-36124-3_74|middle
Domenico Ursino|https://doi.org/10.1007/3-540-36124-3_74|last
Pilar Herrero|https://doi.org/10.1007/978-3-540-30468-5_25|first
Lora Aroyo|https://doi.org/10.1007/978-3-540-39964-3_40|first
Stanislav Pokraev|https://doi.org/10.1007/978-3-540-39964-3_40|middle
Rogier Brussee|https://doi.org/10.1007/978-3-540-39964-3_40|last
Angelo Brayner|https://doi.org/10.1007/3-540-44751-2_23|first
Theo Härder|https://doi.org/10.1007/3-540-44751-2_23|last
Bernd Brügge|Design Considerations for an Accident Management System._1994|first
Kevin O'Toole|Design Considerations for an Accident Management System._1994|middle
David Rothenberger|Design Considerations for an Accident Management System._1994|last
Eduardo Mena|https://doi.org/10.1109/COOPIS.1996.554955|first
Vipul Kashyap|https://doi.org/10.1109/COOPIS.1996.554955|middle
Amit P. Sheth|https://doi.org/10.1109/COOPIS.1996.554955|middle
Arantza Illarramendi|https://doi.org/10.1109/COOPIS.1996.554955|last
Silvano Pozzi|An Object-Oriented Programming Environment for Multimedia Cooperative Information Systems._1994|first
Luca Giachino|An Object-Oriented Programming Environment for Multimedia Cooperative Information Systems._1994|last
Manuel García-Solaco|A Semantic-Discriminated Approach to Integration of Federated Databases._1995|first
Malú Castellanos|A Semantic-Discriminated Approach to Integration of Federated Databases._1995|middle
Fèlix Saltor|A Semantic-Discriminated Approach to Integration of Federated Databases._1995|last
Khalid Belhajjame|https://doi.org/10.1007/978-3-540-39964-3_9|first
Genoveva Vargas-Solar|https://doi.org/10.1007/978-3-540-39964-3_9|middle
Christine Collet|https://doi.org/10.1007/978-3-540-39964-3_9|last
Moira C. Norrie|https://doi.org/10.1109/COOPIS.1998.706201|first
Alexios Palinginis|https://doi.org/10.1109/COOPIS.1998.706201|middle
Alain Würgler|https://doi.org/10.1109/COOPIS.1998.706201|last
Franco Arcieri|https://doi.org/10.1109/COOPIS.1999.792157|first
Elettra Cappadozzi|https://doi.org/10.1109/COOPIS.1999.792157|middle
Paolo Naggar|https://doi.org/10.1109/COOPIS.1999.792157|middle
Enrico Nardelli|https://doi.org/10.1109/COOPIS.1999.792157|middle
Maurizio Talamo|https://doi.org/10.1109/COOPIS.1999.792157|last
Carole A. Goble|https://doi.org/10.1007/978-3-540-39964-3_36|first
Manos Theodorakis|https://doi.org/10.1109/COOPIS.1997.613811|first
Panos Constantopoulos|https://doi.org/10.1109/COOPIS.1997.613811|last
Hernâni Mourão|https://doi.org/10.1007/978-3-540-30468-5_5|first
Pedro Antunes|https://doi.org/10.1007/978-3-540-30468-5_5|last
P. Krishna Reddy|https://doi.org/10.1109/COOPIS.1998.706315|first
Masaru Kitsuregawa|https://doi.org/10.1109/COOPIS.1998.706315|last
Israel Ben-Shaul|https://doi.org/10.1109/COOPIS.1997.613809|first
Avron Cohen|https://doi.org/10.1109/COOPIS.1997.613809|middle
Ophir Holder|https://doi.org/10.1109/COOPIS.1997.613809|middle
Boris Lavva|https://doi.org/10.1109/COOPIS.1997.613809|last
Michael Gillmann|https://doi.org/10.1007/3-540-36124-3_41|first
Joachim Hertel|https://doi.org/10.1007/3-540-36124-3_41|middle
Christoph G. Jung|https://doi.org/10.1007/3-540-36124-3_41|middle
Günther Kaufmann|https://doi.org/10.1007/3-540-36124-3_41|middle
Michael Wolber|https://doi.org/10.1007/3-540-36124-3_41|last
Elena Paslaru Bontas|https://doi.org/10.1007/978-3-540-30468-5_41|first
Sebastian Tietz|https://doi.org/10.1007/978-3-540-30468-5_41|middle
Robert Tolksdorf|https://doi.org/10.1007/978-3-540-30468-5_41|middle
Thomas Schrader|https://doi.org/10.1007/978-3-540-30468-5_41|last
Qiming Chen|https://doi.org/10.1109/COOPIS.1998.706188|first
Parvathi Chundi|https://doi.org/10.1109/COOPIS.1998.706188|middle
Umeshwar Dayal|https://doi.org/10.1109/COOPIS.1998.706188|middle
Meichun Hsu|https://doi.org/10.1109/COOPIS.1998.706188|last
Wil M. P. van der Aalst|https://doi.org/10.1007/978-3-540-30468-5_1|first
Christoph Bussler|https://doi.org/10.1007/978-3-540-30468-5_1|middle
Avigdor Gal|https://doi.org/10.1007/978-3-540-30468-5_1|last
Edward L. Wimmers|https://doi.org/10.1109/COOPIS.1999.792176|first
Laura M. Haas|https://doi.org/10.1109/COOPIS.1999.792176|middle
Mary Tork Roth|https://doi.org/10.1109/COOPIS.1999.792176|middle
Christoph Braendli|https://doi.org/10.1109/COOPIS.1999.792176|last
Alexander Borgida|https://doi.org/10.1007/3-540-36124-3_3|first
Luciano Serafini|https://doi.org/10.1007/3-540-36124-3_3|last
Frank Tuijnman|Sistributed Objects in a Federation of Autonomous Cooperating Agents._1993|first
Hamideh Afsarmanesh|Sistributed Objects in a Federation of Autonomous Cooperating Agents._1993|last
Yanchun Zhang|https://doi.org/10.1109/COOPIS.1998.706192|first
Yahiko Kambayashi|https://doi.org/10.1109/COOPIS.1998.706192|middle
Yun Yang|https://doi.org/10.1109/COOPIS.1998.706192|middle
Chengzheng Sun|https://doi.org/10.1109/COOPIS.1998.706192|last
Jorge Coelho 0001|https://doi.org/10.1007/978-3-540-30469-2_17|first
