editor|doi
Peter M. G. Apers|https://doi.org/10.1007/978-0-387-39940-9_1299
Ba-Ngu Vo|https://doi.org/10.1145/3411170.3411244
Ulrich Güntzer|https://doi.org/10.1007/978-1-4614-8265-9_1078
Ulrich Güntzer|https://doi.org/10.1007/978-3-642-37574-3_7
Ulrich Güntzer|http://studia.complexica.net/index.php?option=com_content&view=article&id=107
Anne-Lise Courbis|https://doi.org/10.1007/978-0-387-39940-9_625
Anne-Lise Courbis|https://doi.org/10.1007/978-3-642-22807-0
Anne-Lise Courbis|https://doi.org/10.1145/1416729.1416741
Anne-Lise Courbis|https://doi.org/10.1007/978-3-662-46485-4_3
Kenneth A. Ross|https://doi.org/10.1007/978-1-4614-8265-9_1345
Kenneth A. Ross|https://doi.org/10.1007/978-1-4614-8806-4_42
Kenneth A. Ross|https://doi.org/10.1007/978-1-4614-8265-9_80719
Kenneth A. Ross|https://doi.org/10.1145/3411170.3411240
Kenneth A. Ross|https://doi.org/10.1007/978-3-030-67723-7
Yusuke Kozawa|http://biaa.eu/-upload/editono100.pdf
Yusuke Kozawa|https://doi.org/10.1007/978-981-16-6350-5
Yusuke Kozawa|https://doi.org/10.1007/978-3-662-56121-8_1
Yusuke Kozawa|https://doi.org/10.1007/978-3-662-63519-3_8
Federico Vitale|https://doi.org/10.1007/978-1-4614-8265-9_869
William Sims Bainbridge|https://doi.org/10.1007/978-3-662-62919-2_8
William Sims Bainbridge|https://doi.org/10.1007/978-3-662-62919-2_8
William Sims Bainbridge|https://doi.org/10.1007/978-3-319-47431-1
Étienne André|https://doi.org/10.1109/NOTERE.2015.7293474
Étienne André|https://doi.org/10.1007/978-1-4614-8265-9_78
Luis Salgado|https://doi.org/10.1007/978-0-387-39940-9_760
Luis Salgado|https://doi.org/10.1007/978-3-658-19230-3
Luis Salgado|http://studia.complexica.net/index.php?option=com_content&view=article&id=205%3Aa-greedy-heuristic-approach-for-the-resource-constrained-project-scheduling-problem-pp-79-90
Thomas Fahringer|https://doi.org/10.1007/978-3-540-39964-3_50
Thomas Fahringer|https://doi.org/10.1109/NOTERE.2015.7293512
Ching-Lai Hwang|https://doi.org/10.1007/978-0-387-39940-9_760
Ching-Lai Hwang|https://doi.org/10.1504/IJTMCC.2014.067304
Ching-Lai Hwang|https://doi.org/10.1109/AGILE.2009.52
Ching-Lai Hwang|https://doi.org/10.1109/COOPIS.1996.555019
Ching-Lai Hwang|https://doi.org/10.1145/3284869.3284920
Nicolas Stouls|https://doi.org/10.1007/978-3-662-53455-7_4
Nicolas Stouls|https://doi.org/10.1007/978-3-030-88991-3
Nicolas Stouls|https://doi.org/10.1007/978-1-4899-7637-6_18
Nicolas Stouls|https://doi.org/10.1007/978-0-85729-247-6
Ajantha Dahanayake|https://doi.org/10.1109/NOTERE.2015.7293507
Ajantha Dahanayake|https://doi.org/10.1145/3342428.3342658
Ajantha Dahanayake|https://doi.org/10.1007/978-1-4939-2092-1_22
Ajantha Dahanayake|https://doi.org/10.1504/IJTMCC.2014.067378
Michèle Cart|https://doi.org/10.1007/978-981-15-5939-6
Nele Verbiest|https://doi.org/10.1007/3-540-58844-2
Nele Verbiest|https://doi.org/10.1007/978-3-540-30469-2_22
Nele Verbiest|https://doi.org/10.1109/COOPIS.1996.554998
Nele Verbiest|https://doi.org/10.1007/978-3-662-43505-2_33
Nele Verbiest|http://www.uvka.de/univerlag/volltexte/2005/93/pdf/Kapp_Kai.pdf
Torben Bach Pedersen|https://doi.org/10.1007/978-3-030-02892-3
Torben Bach Pedersen|Query-Free Information Retrieval._1994
Torben Bach Pedersen|Pascal User Manual and Report, Second Edition_1975
Torben Bach Pedersen|https://doi.org/10.1007/b95732
Torben Bach Pedersen|https://doi.org/10.1007/978-3-540-39964-3_71
Nadia Nouali-Taboudjemat|https://doi.org/10.1007/978-1-4614-8265-9_221
Nadia Nouali-Taboudjemat|https://doi.org/10.1007/978-3-319-63357-2
Nadia Nouali-Taboudjemat|https://doi.org/10.1007/978-3-030-18468-1
Nadia Nouali-Taboudjemat|https://doi.org/10.1007/978-3-319-61949-1_35
Mateusz Jarus|https://doi.org/10.1145/1416729.1416781
Mateusz Jarus|https://doi.org/10.1007/978-3-319-30973-6
Mateusz Jarus|https://doi.org/10.1007/978-3-662-62199-8_1
Mateusz Jarus|Specifying Flexible Tasks in a Multi-database._1994
Mauro Barni|https://doi.org/10.1007/978-0-387-39940-9_300
Mauro Barni|https://doi.org/10.1007/978-0-387-39940-9_1207
Ali Imam Abidi|https://doi.org/10.1007/978-1-4614-8265-9_1479
Ali Imam Abidi|http://studia.complexica.net/index.php?option=com_content&view=article&id=85
Ali Imam Abidi|https://doi.org/10.1007/978-3-319-61949-1_30
Ali Imam Abidi|https://doi.org/10.1007/978-3-540-30469-2_34
Ali Imam Abidi|https://doi.org/10.1007/978-0-387-39940-9_1299
Manola Ricciuti|https://doi.org/10.1007/978-3-030-64998-2
Manola Ricciuti|https://d-nb.info/991301455
Manola Ricciuti|https://doi.org/10.1007/978-3-662-43505-2_41
Frans Coenen|https://doi.org/10.1007/978-3-662-60531-8_3
Frans Coenen|https://doi.org/10.1007/978-1-4614-8265-9_1419
Frans Coenen|https://doi.org/10.1007/978-3-319-95504-9_21
Roman Z. Morawski|https://doi.org/10.1007/978-3-662-50263-1
Dieter Fensel|https://doi.org/10.1007/3-540-36124-3_22
Dieter Fensel|https://doi.org/10.1007/978-3-319-41337-2
Dieter Fensel|https://doi.org/10.1007/978-1-4614-8806-4_53
Dieter Fensel|https://doi.org/10.1007/978-3-319-95504-9_20
Chee-Yong Chan|https://doi.org/10.1007/978-3-662-53455-7_1
Chee-Yong Chan|https://doi.org/10.1007/978-3-642-35332-1_1
Arvind S. Krishna|https://doi.org/10.1007/3-540-36124-3_51
Arvind S. Krishna|https://doi.org/10.1007/s11280-007-0035-8
Lai Xu 0001|https://doi.org/10.1007/978-3-662-55305-3
Lai Xu 0001|https://doi.org/10.1007/978-3-319-95504-9_10
Lai Xu 0001|https://doi.org/10.1145/3284869.3284918
Vincent Leclercq|https://doi.org/10.1007/978-1-4614-8806-4_4
Vincent Leclercq|https://doi.org/10.1007/978-1-4614-8265-9_80747
Vincent Leclercq|https://doi.org/10.1007/978-3-319-94992-5
Maria Semenyak|https://doi.org/10.1007/978-3-662-45947-8_1
Maria Semenyak|https://doi.org/10.1007/978-3-662-50417-8
Maria Semenyak|https://doi.org/10.1007/978-3-319-07124-4_16
Justus Klingemann|https://doi.org/10.1007/978-3-319-15099-4
Justus Klingemann|https://doi.org/10.1007/978-1-4471-0449-0
Justus Klingemann|https://doi.org/10.1145/3284869.3284877
Justus Klingemann|https://doi.org/10.1007/978-3-662-43505-2_67
Justus Klingemann|https://doi.org/10.1007/978-3-030-45157-8
Tiezhen Wang|https://doi.org/10.1007/978-3-319-02818-7
Tiezhen Wang|https://doi.org/10.1007/978-3-030-40237-2
Tiezhen Wang|https://doi.org/10.1007/978-3-031-13153-0
Tiezhen Wang|https://doi.org/10.1007/978-3-030-37884-4
Philipp Liegl|https://doi.org/10.1007/978-981-13-5880-7
Philipp Liegl|https://doi.org/10.1007/978-981-10-6759-4
Philipp Liegl|https://doi.org/10.1007/978-1-4614-8265-9_80641
Kjetil Nørvåg|https://doi.org/10.1007/978-1-4614-8265-9_60
Kjetil Nørvåg|https://doi.org/10.1007/978-1-4939-2092-1_18
Kjetil Nørvåg|https://doi.org/10.1007/978-3-319-23473-1
Kjetil Nørvåg|https://doi.org/10.1007/978-981-15-0275-0
Kjetil Nørvåg|https://doi.org/10.1007/978-3-319-98161-1_9
George Karabatis|https://doi.org/10.1109/ADC.2005.2
George Karabatis|https://doi.org/10.1007/978-1-84628-615-5
George Karabatis|https://doi.org/10.1007/978-1-4614-8265-9_1489
George Karabatis|https://doi.org/10.1007/978-1-4614-8265-9_434
George Karabatis|Multiple Perspectives on Semantic Issues (Panel)._1995
Peter Kuchment|https://doi.org/10.1007/978-1-4614-8806-4_42
Fabio Casati|https://doi.org/10.1007/978-3-319-72652-6
Fabio Casati|https://doi.org/10.1007/978-3-030-34957-8
Fabio Casati|https://doi.org/10.1007/978-1-4614-8265-9_80775
Fabio Casati|Relational Model._2009
Fabio Casati|https://doi.org/10.1007/978-1-4842-2716-9
Husna Osman|https://doi.org/10.1109/NOTERE.2015.7293517
Husna Osman|https://doi.org/10.1109/NOTERE.2015.7293501
Stéphane Lafortune|https://doi.org/10.1007/978-1-4939-2092-1_46
Stéphane Lafortune|https://doi.org/10.1007/978-3-642-45269-7_1
Thomas Villmann|https://doi.org/10.1109/COOPIS.1999.792180
Thomas Villmann|https://doi.org/10.1007/978-0-387-39940-9_1050
Thomas Villmann|https://doi.org/10.1007/978-3-540-30468-5_10
Thomas Villmann|https://doi.org/10.1007/978-0-387-39940-9_331
Thomas Villmann|https://doi.org/10.1007/978-3-319-95504-9_10
Flaminia L. Luccio|https://doi.org/10.1007/978-3-031-17834-4_1
Flaminia L. Luccio|https://doi.org/10.1007/978-981-10-5837-0
Flaminia L. Luccio|https://doi.org/10.1007/978-1-4614-8265-9_103
Flaminia L. Luccio|https://doi.org/10.1016/j.eswax.2019.100015
Pushpak Bhattacharyya|https://doi.org/10.1007/978-3-030-72274-6
Pushpak Bhattacharyya|https://doi.org/10.1007/978-3-540-39964-3_34
Pushpak Bhattacharyya|https://doi.org/10.1007/978-3-319-03629-8
Pushpak Bhattacharyya|https://doi.org/10.1007/3-540-36124-3_58
Pushpak Bhattacharyya|https://doi.org/10.1109/NOTERE.2011.5957977
Jorge Martínez Gil|https://link.springer.com/book/10.1007/978-3-319-25343-5
Jorge Martínez Gil|https://doi.org/10.1007/978-1-4614-8265-9_470
Jorge Martínez Gil|https://doi.org/10.1109/COOPIS.1998.706198
Jorge Martínez Gil|https://doi.org/10.1007/978-3-662-58384-5_2
Jorge Martínez Gil|http://studia.complexica.net/index.php?option=com_content&view=article&id=254%3Atimed-automata-based-modeling-and-verication-of-denial-of-service-attacks-in-wireless-sensor-networks-pp1-46-&catid=65%3Anumber-1-&Itemid=112
Nicholas R. Jennings|https://tel.archives-ouvertes.fr/tel-00004920
Nicholas R. Jennings|https://doi.org/10.1504/IJTMCC.2016.10005483
Nicholas R. Jennings|https://d-nb.info/944429890
Nicholas R. Jennings|https://doi.org/10.1007/978-0-387-39940-9_1514
Nicholas R. Jennings|https://www.svh-verlag.de
Ross S. Purves|http://studia.complexica.net/index.php?option=com_content&view=article&id=94
Ross S. Purves|https://doi.org/10.1007/978-3-540-39964-3_61
Ross S. Purves|https://doi.org/10.1007/978-3-319-07341-5
Ross S. Purves|SAP R/3 Implementation: Methods and Tools_2000
Ross S. Purves|https://doi.org/10.1007/978-3-319-29954-9
Johann M. Márquez-Barja|https://doi.org/10.1109/NOTERE.2015.7293474
Johann M. Márquez-Barja|https://doi.org/10.1007/978-1-4614-8265-9_80617
Young-Kwang Nam|https://doi.org/10.1007/978-3-030-38148-6
Young-Kwang Nam|https://doi.org/10.1007/978-3-030-98816-6
Young-Kwang Nam|https://doi.org/10.1007/978-3-030-41886-1
Marc Dalmau|https://doi.org/10.1007/978-3-540-39964-3_6
Marc Dalmau|https://doi.org/10.1007/978-1-4614-8806-4_63
Marc Dalmau|https://doi.org/10.1007/978-0-387-39940-9_556
Marc Dalmau|https://doi.org/10.1007/978-3-030-42152-6
Verena Kantere|https://doi.org/10.1007/978-3-662-48567-5_3
Yannis Tzitzikas|https://doi.org/10.1007/978-3-540-39964-3_63
Yannis Tzitzikas|https://doi.org/10.1007/978-3-319-07124-4_46
Yannis Tzitzikas|https://doi.org/10.1007/3-540-61040-5
Derick Wood|https://doi.org/10.1007/978-981-32-9166-9
Derick Wood|https://doi.org/10.1007/978-1-4614-8265-9_1176
Nicole Schweikardt|https://doi.org/10.1145/3284869.3284905
Nicole Schweikardt|https://doi.org/10.1007/978-1-4939-0790-8_1
Nicole Schweikardt|https://doi.org/10.1007/978-0-387-39940-9_118
Gio Wiederhold|https://doi.org/10.1007/978-1-4614-8265-9_2547
Gio Wiederhold|https://doi.org/10.1007/978-1-4614-8265-9_80707
Gio Wiederhold|https://doi.org/10.1145/3284869.3284907
Marco Begolo|https://doi.org/10.1007/978-3-030-90158-5
Jochen Renz|https://doi.org/10.1007/978-3-319-95504-9_8
Jochen Renz|https://doi.org/10.1007/978-1-4614-8265-9_80703
Jochen Renz|https://doi.org/10.1007/978-981-10-5128-9
Luís E. T. Rodrigues|https://doi.org/10.1007/3-540-36124-3_68
Luís E. T. Rodrigues|https://d-nb.info/984434062
Luís E. T. Rodrigues|https://doi.org/10.1007/978-3-662-56509-4
Luís E. T. Rodrigues|https://doi.org/10.1007/3-540-36124-3_78
Michel Toulouse|https://doi.org/10.1007/978-3-662-58664-8_4
Alberto José Bugarín Diz|https://doi.org/10.1007/978-3-319-95504-9_29
Alberto José Bugarín Diz|https://doi.org/10.1007/978-0-387-39940-9_980
Alberto José Bugarín Diz|https://doi.org/10.1007/978-0-387-39940-9_1377
Laura Conti|https://doi.org/10.1007/978-981-10-4044-3
Laura Conti|https://doi.org/10.1007/978-1-4614-8265-9_1497
Laura Conti|https://doi.org/10.1007/978-3-662-62271-1_3
Shin'ichi Konomi|http://biaa.eu/-upload/BIAA71.pdf
Shin'ichi Konomi|https://doi.org/10.1007/978-3-662-63519-3_2
Nélio Cacho|https://doi.org/10.1007/978-1-4614-8265-9_617
Nélio Cacho|https://doi.org/10.1007/978-1-4614-8265-9_405
Nélio Cacho|https://doi.org/10.1145/3284869.3284908
Stratos Idreos|https://doi.org/10.1007/978-1-4614-8265-9_1000
Stratos Idreos|https://doi.org/10.1007/978-3-540-39964-3_81
Stratos Idreos|https://doi.org/10.1007/978-3-031-17834-4_4
Wolfgang Klas|https://doi.org/10.1007/978-981-10-6759-4
Wolfgang Klas|https://doi.org/10.1007/978-1-4939-0600-0
Wolfgang Klas|http://studia.complexica.net/index.php?option=com_content&view=article&id=96
Wolfgang Klas|https://doi.org/10.1007/978-3-642-28148-8_1
Ralph Bergmann|https://doi.org/10.1007/3-540-36124-3_5
Ralph Bergmann|https://doi.org/10.1007/978-3-662-43505-2_68
Ralph Bergmann|https://doi.org/10.1007/978-3-540-30468-5_7
Ralph Bergmann|https://doi.org/10.1007/978-0-387-39940-9_932
Ralf Müller|https://doi.org/10.1007/978-3-662-43505-2_59
Ralf Müller|https://doi.org/10.1007/978-1-4614-8265-9_721
Ralf Müller|https://doi.org/10.1109/NOTERE.2015.7293517
Ralf Müller|http://studia.complexica.net/index.php?option=com_content&view=article&id=143
Ralf Müller|https://doi.org/10.1007/978-3-540-39964-3_67
Emna Fki|https://doi.org/10.1145/3284869.3284914
Emna Fki|https://doi.org/10.1007/978-0-387-39940-9_130
Emna Fki|https://doi.org/10.1007/978-3-319-98161-1_6
Emna Fki|https://doi.org/10.1145/1416729.1416767
Mehmet Altinel|https://doi.org/10.1007/978-3-642-27166-3
Mehmet Altinel|https://doi.org/10.1007/b96103
Mehmet Altinel|https://doi.org/10.1007/978-1-4614-8806-4_58
Paolo Moretti|https://doi.org/10.1007/978-3-319-06428-4
Paolo Moretti|https://doi.org/10.1007/978-3-642-34179-3_1
Paolo Moretti|https://doi.org/10.1007/978-3-540-92913-0_11
Paolo Moretti|https://doi.org/10.1007/978-3-319-47653-7
Werner Retschitzegger|https://doi.org/10.1109/NOTERE.2015.7293507
Werner Retschitzegger|https://doi.org/10.1007/978-3-319-95504-9_28
Gerard Meszaros|https://doi.org/10.1007/978-3-319-61949-1_22
Yannis Vassiliou|https://doi.org/10.1007/3-540-18779-0
Ron Sun|https://doi.org/10.1007/978-3-031-17834-4_6
Ron Sun|Intelligent Modifications in a Distributed Knowledge-Representation Architecture._1993
Imen Filali|https://doi.org/10.1109/MITS.2018.2879168
Imen Filali|https://doi.org/10.1007/978-1-4899-7637-6_10
Imen Filali|https://doi.org/10.1145/3342428.3342673
Imen Filali|https://doi.org/10.1007/978-3-319-07124-4_56
Imen Filali|https://doi.org/10.1007/978-3-540-39964-3_17
Celeste Pizarro|https://doi.org/10.1007/978-3-030-90158-5
Celeste Pizarro|https://doi.org/10.1109/NOTERE.2015.7293515
Gabriel Ciobanu|https://doi.org/10.1007/978-0-387-39940-9_763
Orit Hazzan|https://doi.org/10.1007/978-1-4614-8265-9_315
Orit Hazzan|https://d-nb.info/985468084
Orit Hazzan|https://doi.org/10.1007/978-3-030-88991-3
Orit Hazzan|https://doi.org/10.1007/978-1-4939-2092-1_23
Orit Hazzan|https://doi.org/10.1007/978-3-662-43505-2_12
Paul Chapron|http://studia.complexica.net/index.php?option=com_content&view=article&id=132
Paul Chapron|https://doi.org/10.1145/3411170.3411263
Franck Gechter|https://doi.org/10.1007/978-3-540-39964-3_51
Franck Gechter|http://studia.complexica.net/index.php?option=com_content&view=article&id=84
Franck Gechter|https://d-nb.info/943977541
Franck Gechter|An Architecture for Dynamically Interacting Agents._1994
Franck Gechter|https://doi.org/10.1007/978-3-642-03722-1_11
Thomas Pötsch|https://doi.org/10.1007/978-3-319-76111-4_11
Thomas Pötsch|https://doi.org/10.1007/978-1-4614-8265-9_972
Thomas Pötsch|https://doi.org/10.1007/978-3-319-61949-1_37
Thomas Pötsch|https://doi.org/10.1007/3-540-44933-7
Johannes Hund|https://doi.org/10.1007/3-540-10233-7
Johannes Hund|https://doi.org/10.1007/978-1-4939-2092-1_27
Johannes Hund|https://doi.org/10.1145/1416729.1416763
Sven Hartmann|http://studia.complexica.net/index.php?option=com_content&view=article&id=139
Sven Hartmann|https://doi.org/10.1007/978-3-662-46703-9_5
Sven Hartmann|https://doi.org/10.1007/978-3-540-39964-3_44
Sven Hartmann|https://doi.org/10.1109/COOPIS.1997.613821
Sven Hartmann|https://doi.org/10.1109/COOPIS.1998.706181
Sjoerd M. Verduyn Lunel|https://doi.org/10.1007/978-3-662-62919-2_3
Sjoerd M. Verduyn Lunel|https://doi.org/10.1007/978-3-030-39105-8
Benjamin Gâteau|https://doi.org/10.1007/978-3-319-89653-3
Benjamin Gâteau|https://doi.org/10.1504/IJTMCC.2013.053263
Benjamin Gâteau|https://doi.org/10.1007/978-3-540-30468-5_17
Benjamin Gâteau|http://biaa.eu/-upload/editono105.pdf
Guthemberg Silvestre|https://doi.org/10.1007/10722620_28
Guthemberg Silvestre|https://doi.org/10.1007/3-540-44751-2_21
Iván Pastor Sanz|https://doi.org/10.1007/978-0-387-39940-9_1232
Iván Pastor Sanz|https://doi.org/10.1145/3342428.3342682
Iván Pastor Sanz|https://doi.org/10.1007/10722620_4
Iván Pastor Sanz|Process-Oriented Integration of Tools in Distributed Modeling Environments._1995
Julien Maire|https://doi.org/10.1109/COOPIS.1999.792172
Julien Maire|https://doi.org/10.1007/3-540-36124-3_54
Julien Maire|https://doi.org/10.1007/978-3-662-62308-4_7
Julien Maire|https://doi.org/10.1007/978-3-540-30468-5_11
Julien Maire|https://doi.org/10.1007/978-3-540-92913-0_13
Slawomir Stanczak|https://doi.org/10.1007/978-3-030-03706-2
Slawomir Stanczak|https://doi.org/10.1007/978-3-319-65645-8
Laaziz Lahlou|Enforcing Inter-Task Dependencies in Transactional Workflows._1995
Laaziz Lahlou|https://doi.org/10.1007/978-3-662-58415-6_5
Laaziz Lahlou|https://doi.org/10.1007/3-540-36124-3_74
Wei Liu 0007|https://doi.org/10.1007/978-1-4471-6651-1
Wei Liu 0007|https://doi.org/10.1007/978-3-642-37574-3_5
Wei Liu 0007|https://doi.org/10.1007/978-1-4939-0790-8_45
Zhanzi Qiu|https://doi.org/10.1007/978-3-662-58808-6_6
Zhanzi Qiu|https://doi.org/10.1007/3-540-32366-X
Zhanzi Qiu|https://doi.org/10.1109/NOTERE.2011.5957993
Deke Guo|https://doi.org/10.1007/978-1-4614-8265-9_1104
Deke Guo|https://doi.org/10.1007/978-1-4614-8265-9_1267
Deke Guo|https://doi.org/10.1007/978-3-319-07341-5
Deke Guo|https://doi.org/10.1007/978-3-662-49784-5_2
Andreas Geppert|https://doi.org/10.1504/IJTMCC.2015.072465
Luis Rivera|https://doi.org/10.1007/978-3-642-71659-1
Luis Rivera|https://doi.org/10.1007/978-1-4614-8806-4_45
Luis Rivera|https://doi.org/10.1007/978-3-319-07124-4_9
Luis Rivera|https://d-nb.info/1198243554
Viktor K. Prasanna|https://d-nb.info/930101758
Viktor K. Prasanna|https://doi.org/10.1109/COOPIS.1999.792159
Viktor K. Prasanna|Éditorial._2011
Viktor K. Prasanna|https://doi.org/10.1007/978-1-4614-8265-9_80660
Joao Meidanis|https://nbn-resolving.org/urn:nbn:de:gbv:7-11858/00-1735-0000-002E-E446-7-5
Shawn Bowers|https://doi.org/10.1007/978-3-031-17834-4_1
Ahmed Abdelgawad|https://doi.org/10.1007/978-1-4614-8265-9_1092
Ahmed Abdelgawad|https://doi.org/10.1007/978-3-030-02161-0
Ahmed Abdelgawad|https://doi.org/10.1007/978-3-662-45761-0_1
Ahmed Abdelgawad|https://doi.org/10.1007/978-981-16-4087-2
Raju Halder|https://doi.org/10.1007/978-3-642-41221-9_3
Raju Halder|https://doi.org/10.1109/NOTERE.2016.7745826
Hervé Thiriez|https://doi.org/10.1007/978-1-4614-8265-9_160
Hervé Thiriez|https://doi.org/10.1007/978-3-662-56266-6_2
Hervé Thiriez|https://doi.org/10.1007/978-0-387-72442-3
Hervé Thiriez|https://doi.org/10.1007/978-3-030-88350-8
Hervé Thiriez|https://doi.org/10.1145/3411170.3411260
Sébastien Varrette|https://doi.org/10.1109/NOTERE.2015.7293491
Yang-Sae Moon|https://doi.org/10.1007/978-0-387-39940-9_1491
Yang-Sae Moon|https://doi.org/10.1007/978-3-319-07124-4_17
Yang-Sae Moon|https://doi.org/10.1007/978-3-540-39964-3_41
Yang-Sae Moon|http://biaa.eu/-upload/BIAA10.pdf
William Kokou Dedzoe|https://doi.org/10.1504/IJTMCC.2017.10010575
William Kokou Dedzoe|https://doi.org/10.1007/978-3-662-47804-2_8
William Kokou Dedzoe|https://doi.org/10.1145/3411170.3411239
Thomas Zilio|https://doi.org/10.1007/978-1-4614-8265-9_1507
Thomas Zilio|https://doi.org/10.1109/COOPIS.1999.792175
Thomas Zilio|https://doi.org/10.1007/978-3-540-39964-3_43
Santiago Aja-Fernández|https://doi.org/10.1145/3411170.3411236
Santiago Aja-Fernández|https://doi.org/10.1007/978-3-030-67357-4
Santiago Aja-Fernández|https://doi.org/10.1007/978-3-030-02161-0
Anastasia Analyti|https://doi.org/10.1007/978-0-387-39940-9_1366
Anastasia Analyti|http://studia.complexica.net/index.php?option=com_content&view=article&id=251%3Ainfodemiology-by-tweet-mining-methods
Elisa Quintarelli|https://doi.org/10.1145/1416729.1416778
Elisa Quintarelli|https://doi.org/10.1007/978-0-387-36501-5
Elisa Quintarelli|https://doi.org/10.1007/978-981-10-4322-2
Elisa Quintarelli|http://macau.uni-kiel.de/receive/macau_publ_00000696
Arndt Kuhlman|https://doi.org/10.1007/978-1-4614-8265-9_1085
Nils Klimanis|http://biaa.eu/-upload/jmkno80.pdf
Nils Klimanis|https://doi.org/10.1007/978-1-4614-8265-9_942
Nils Klimanis|https://doi.org/10.1145/3342428.3342664
Wolfgang Küchlin|https://doi.org/10.1007/978-3-030-32072-0
Wolfgang Küchlin|https://doi.org/10.1007/978-3-662-62308-4_3
Wolfgang Küchlin|https://doi.org/10.1007/978-3-031-06739-6
Wolfgang Küchlin|https://doi.org/10.1145/3411170.3411252
Nezo Ibrahim Fofana|https://doi.org/10.1007/978-981-19-0638-1
Nezo Ibrahim Fofana|https://doi.org/10.1007/978-3-030-41705-5
Nezo Ibrahim Fofana|https://doi.org/10.1007/978-1-4471-7509-4
Nezo Ibrahim Fofana|https://doi.org/10.1145/3411170.3411264
Nezo Ibrahim Fofana|https://doi.org/10.1145/3342428.3342701
Carlos A. Coello Coello|https://doi.org/10.1007/978-1-4614-8265-9_364
Dou Shen|https://doi.org/10.1007/978-3-662-53455-7_3
Jordan Gottardo|http://u.cs.biu.ac.il/~doronp/srm.html
Jordan Gottardo|https://doi.org/10.1007/978-3-319-16106-8
Jordan Gottardo|https://doi.org/10.1007/978-0-387-39940-9_319
Jordan Gottardo|https://doi.org/10.1007/978-1-4614-8265-9_906
Jordan Gottardo|https://doi.org/10.1007/978-3-642-45269-7_3
Mirjana Pavlovic|https://doi.org/10.1007/978-1-4614-8265-9_479
Boualem Benatallah|https://doi.org/10.1007/978-3-319-68670-7
Fabiano Fernandes dos Santos|http://biaa.eu/-upload/BIAA44.pdf
Fabiano Fernandes dos Santos|https://doi.org/10.1007/978-3-031-06011-3
Fabiano Fernandes dos Santos|https://doi.org/10.1007/978-3-642-37574-3_1
Emanuela Barbi|https://doi.org/10.1109/AGILE.2009.51
Nathaniel Palmer|https://doi.org/10.1109/COOPIS.1998.706183
Nathaniel Palmer|https://doi.org/10.1007/978-1-4939-0790-8_53
Nathaniel Palmer|https://doi.org/10.1007/978-1-4614-8265-9_1197
Nathaniel Palmer|https://doi.org/10.1007/978-3-662-43505-2_75
Nathaniel Palmer|https://doi.org/10.1007/s11280-006-0016-3
Laurent d'Orazio|https://doi.org/10.1109/COOPIS.1996.555019
Laurent d'Orazio|http://biaa.eu/-upload/BIAA22.pdf
Laurent d'Orazio|https://doi.org/10.1007/978-0-387-39940-9_910
Laurent d'Orazio|https://doi.org/10.1007/978-0-387-39940-9_1257
Xue Iuan Wong|https://doi.org/10.1145/3342428.3342677
Xue Iuan Wong|https://doi.org/10.1007/978-1-4614-8265-9_154
Xue Iuan Wong|https://doi.org/10.1007/978-3-662-64473-7
Xue Iuan Wong|https://doi.org/10.1145/3411170.3411231
Xue Iuan Wong|https://doi.org/10.1007/978-1-4614-8265-9_1011
Delphine Reinhardt|https://doi.org/10.1007/978-3-030-38854-6
Delphine Reinhardt|https://doi.org/10.1007/3-540-36124-3_5
Delphine Reinhardt|https://doi.org/10.1007/3-540-33221-9
Delphine Reinhardt|https://doi.org/10.1007/978-3-319-61949-1_30
Richard Sharp|https://d-nb.info/950557560
Myra Spiliopoulou|https://doi.org/10.1145/3411170.3411225
Nickolas Zoulis|https://doi.org/10.1007/978-1-4614-8265-9_956
Sven Tomforde|http://biaa.eu/-upload/BIAA66.pdf
Sven Tomforde|http://studia.complexica.net/index.php?option=com_content&view=article&id=94
Sven Tomforde|Elements of distributed algorithms: modeling and analysis with Petri nets_1998
Sven Tomforde|https://doi.org/10.1007/978-3-642-35332-1_5
Sven Tomforde|https://doi.org/10.1007/978-3-540-92913-0_15
Jean-Pierre Müller|https://doi.org/10.1007/978-0-387-39940-9_536
Jean-Pierre Müller|https://doi.org/10.1109/NOTERE.2010.5536645
Jean-Pierre Müller|https://doi.org/10.1007/978-3-642-23074-5_1
Jean-Pierre Müller|https://doi.org/10.1007/978-3-662-46485-4_4
Karl Wiggisser|https://doi.org/10.1007/978-3-030-38854-6
Karl Wiggisser|https://doi.org/10.1007/978-3-030-90940-6
Giuseppe Santucci|https://doi.org/10.1007/978-1-4614-8265-9_1085
Giuseppe Santucci|https://doi.org/10.1007/978-0-387-39940-9_525
Shruthi Kashyap|https://doi.org/10.1007/3-540-60761-7
Shruthi Kashyap|http://scidok.sulb.uni-saarland.de/volltexte/2005/463/index.html
Shruthi Kashyap|https://doi.org/10.1007/978-981-15-3928-2
Paola Salomoni|https://doi.org/10.1007/978-3-030-66599-9
Paola Salomoni|https://doi.org/10.1007/978-3-319-45928-8
Paola Salomoni|https://doi.org/10.1007/978-3-031-06011-3
Alberto Nannarelli|https://doi.org/10.1007/978-0-387-39940-9_1233
Alberto Nannarelli|https://doi.org/10.1007/978-3-030-41705-5
Alberto Nannarelli|http://biaa.eu/-upload/BIAA77.pdf
Alberto Nannarelli|https://doi.org/10.1007/978-3-031-06739-6
