keyword;pubID
Electronic;https://doi.org/10.1007/3-540-44751-2_26
Electronic;https://doi.org/10.1109/COOPIS.1999.792170
Electronic;https://doi.org/10.1007/10722620_16
Electronic;https://doi.org/10.1109/NOTERE.2010.5536694
Electronic;https://doi.org/10.1007/978-3-319-78503-5
Electronic;https://doi.org/10.1007/b94069
Electronic;https://doi.org/10.1007/978-981-13-2167-2
Electronic;https://doi.org/10.1007/978-3-030-37884-4
Electronic;https://doi.org/10.1007/978-3-030-25734-7
Electronic;https://doi.org/10.1007/978-3-319-74950-1
Electronic;https://doi.org/10.1007/978-3-642-23740-9_5
Embedded;https://doi.org/10.1007/978-3-662-43505-2_76
Embedded;https://doi.org/10.1007/978-3-540-30469-2_41
Embedded;https://doi.org/10.1007/3-540-36124-3_38
Embedded;https://doi.org/10.1007/978-3-540-30469-2_23
Embedded;https://doi.org/10.1007/978-3-540-30469-2_26
Embedded;https://doi.org/10.1109/NOTERE.2010.5536671
Embedded;https://doi.org/10.1007/978-3-658-08047-1
Embedded;https://doi.org/10.1007/978-981-16-0804-9
Embedded;https://doi.org/10.1007/3-540-45858-1
Embedded;https://doi.org/10.1007/978-3-642-22676-2
Empirical;https://doi.org/10.1007/3-540-36124-3_60
Empirical;https://doi.org/10.1007/978-3-658-14893-5
Empirical;https://doi.org/10.1007/BFb0021059
Empirical;https://doi.org/10.1007/0-387-34239-7
Empirical;https://doi.org/10.1007/978-3-662-66146-8_5
Engineering.;https://doi.org/10.1007/978-3-662-43505-2_38
Engineering.;https://doi.org/10.1007/978-0-387-39940-9_646
Engineering.;https://doi.org/10.1007/978-1-4614-8265-9_1315
Engineering.;http://studia.complexica.net/index.php?option=com_content&view=article&id=74
ensemble;http://biaa.eu/-upload/BIAA60.pdf
Estimation;https://doi.org/10.1007/978-3-662-43505-2_45
Estimation;https://doi.org/10.1145/3342428.3342655
Estimation;https://doi.org/10.1145/3411170.3411235
Estimation;https://doi.org/10.1007/978-3-030-88350-8
Estimation;https://doi.org/10.1007/978-3-319-39934-8
Estimation;https://doi.org/10.1007/978-1-4615-1003-1
Estimation;https://doi.org/10.1007/978-3-319-03629-8
Estimation;https://doi.org/10.1007/978-981-16-1446-0
Estimation;https://doi.org/10.1007/978-1-4757-2341-0
Estimation;https://doi.org/10.1007/0-387-34239-7
Estimation;https://doi.org/10.1007/978-3-662-62386-2_2
Estimation;https://doi.org/10.1007/978-3-662-62386-2_6
Estimation;http://studia.complexica.net/index.php?option=com_content&view=article&id=144
evaluation;https://d-nb.info/985468084
evaluation;https://d-nb.info/988799375
evaluation;https://doi.org/10.1109/NOTERE.2016.7745822
evaluation;https://doi.org/10.1145/3284869.3284918
evaluation;https://doi.org/10.1504/IJTMCC.2015.076966
evaluation;https://doi.org/10.1504/IJTMCC.2013.053259
evaluation;http://studia.complexica.net/index.php?option=com_content&view=article&id=123
Evolution;http://www.dr.hut-verlag.de/978-3-8439-4205-8.html
Evolution;https://doi.org/10.1007/978-3-319-07124-4_13
Evolution;https://doi.org/10.1007/978-1-4614-8806-4_34
Evolution;https://doi.org/10.1007/978-1-4614-8806-4_76
Evolution;https://doi.org/10.1007/978-3-662-43505-2_44
Evolution;https://doi.org/10.1007/978-0-387-39940-9_118
Evolution;https://doi.org/10.1007/978-3-540-39964-3_4
Evolution;https://doi.org/10.1007/3-540-36124-3_75
Evolution;https://doi.org/10.1007/3-540-44751-2_26
Evolution;https://doi.org/10.1007/978-3-031-17834-4_11
Evolution;https://doi.org/10.1007/3-540-44751-2_2
Evolution;https://doi.org/10.1109/COOPIS.1999.792162
Evolution;https://doi.org/10.1007/978-3-319-76111-4_26
Evolution;https://doi.org/10.1007/978-3-540-46505-8
Evolution;https://doi.org/10.1007/978-3-642-34179-3_8
Evolution;https://doi.org/10.1007/978-3-642-03722-1_9
Evolutionary;https://doi.org/10.1007/978-3-662-43505-2_50
Evolutionary;https://doi.org/10.1007/978-3-662-43505-2_52
Evolutionary;https://doi.org/10.1007/978-3-662-43505-2_55
Evolutionary;https://doi.org/10.1007/978-3-662-43505-2_46
Evolutionary;https://doi.org/10.1007/978-1-4614-8806-4_51
Evolutionary;https://doi.org/10.1007/978-3-319-07124-4_59
Evolutionary;https://doi.org/10.1007/978-3-662-43505-2_49
Evolutionary;https://doi.org/10.1007/978-3-662-43505-2_65
Evolutionary;https://doi.org/10.1007/978-3-319-07124-4_27
Evolutionary;https://doi.org/10.1007/3-540-36124-3_1
Evolutionary;https://doi.org/10.1007/978-3-319-61949-1_26
Evolutionary;https://doi.org/10.1007/978-981-16-4859-5
Evolutionary;https://doi.org/10.1007/b97585
Evolutionary;https://doi.org/10.1007/978-3-319-33858-3
Evolutionary;https://doi.org/10.1007/978-3-642-45315-1_1
Evolutionary;https://doi.org/10.1007/978-3-662-62308-4_3
Evolving;https://doi.org/10.1007/978-3-662-43505-2_40
Evolving;https://doi.org/10.1007/978-3-662-43505-2_75
Evolving;https://doi.org/10.1109/COOPIS.1998.706275
Evolving;https://doi.org/10.1007/978-3-642-18087-3
Evolving;https://doi.org/10.1007/978-3-030-38339-8
Evolving;https://doi.org/10.1007/978-3-658-11039-0
Evolving;https://doi.org/10.1007/978-3-642-45269-7_4
Evolving;http://studia.complexica.net/index.php?option=com_content&view=article&id=209%3Avolterra-equations-of-the-first-kind-with-discontinuous-kernels-in-the-theory-of-evolving-systems-control-pp-135-146
feature;https://doi.org/10.1016/j.eswax.2019.100016
feature;https://doi.org/10.1016/j.eswax.2020.100030
feature;https://doi.org/10.1016/j.eswax.2019.100014
Filtering;https://doi.org/10.1007/978-3-540-30468-5_31
Filtering;https://doi.org/10.1007/978-3-540-30468-5_20
Filtering;https://doi.org/10.1007/978-3-540-30469-2_2
Filtering;https://doi.org/10.1007/978-3-319-39934-8
flow;https://doi.org/10.1109/NOTERE.2015.7293478
flow;https://doi.org/10.1504/IJTMCC.2016.10002816
flow;http://biaa.eu/-upload/BIAA36.pdf
fuzzy;https://doi.org/10.1504/IJTMCC.2013.053259
fuzzy;https://doi.org/10.1016/j.eswax.2019.100006
Gaussian;https://doi.org/10.1007/978-3-662-56121-8_4
Geometry;https://doi.org/10.1007/BFb0028319
Geometry;https://doi.org/10.1007/978-3-030-61541-3
Geometry;https://doi.org/10.1007/978-981-15-4470-5
Geometry;https://doi.org/10.1007/978-981-13-5880-7
Geometry;https://doi.org/10.1007/3-540-54103-9
Graph-Based;https://doi.org/10.1109/COOPIS.1999.792152
Hardware;https://doi.org/10.1007/978-1-4939-2092-1_27
Hardware;https://doi.org/10.1145/3284869.3284895
Hardware;https://doi.org/10.1007/978-3-030-79701-0
Hardware;https://doi.org/10.1007/978-3-030-15334-2
Hardware;https://doi.org/10.1007/b95732
Hardware;https://doi.org/10.1007/978-3-030-72261-6
Health;https://doi.org/10.1007/978-1-4614-8806-4_12
Health;https://doi.org/10.1007/978-1-4614-8265-9_1355
Health;https://doi.org/10.1007/978-3-540-39964-3_13
Health;https://doi.org/10.1145/3342428.3342654
Health;https://doi.org/10.1145/3284869.3284890
Health;https://doi.org/10.1145/3411170.3411244
Health;https://doi.org/10.1007/978-3-319-61949-1_2
Health;https://doi.org/10.1007/978-3-319-17662-8
Health;https://doi.org/10.1007/978-3-319-72347-1
Health;https://doi.org/10.1007/978-3-319-93414-3
Health;https://doi.org/10.1007/978-3-642-23740-9_5
Health;https://doi.org/10.1007/978-3-662-49784-5_4
Health;http://studia.complexica.net/index.php?option=com_content&view=article&id=246%3Aa-multimodal-corpus-recorded-in-a-health-nursing-home-pp-88-102
Heterogeneous;https://doi.org/10.1109/COOPIS.1997.613823
Heterogeneous;https://doi.org/10.1109/COOPIS.1997.613810
Heterogeneous;https://doi.org/10.1007/978-3-540-30468-5_15
Heterogeneous;https://doi.org/10.1109/COOPIS.1998.706184
Heterogeneous;https://doi.org/10.1007/978-3-540-39964-3_28
Heterogeneous;https://doi.org/10.1109/COOPIS.1996.555006
Heterogeneous;https://doi.org/10.1007/3-540-36124-3_84
Heterogeneous;https://doi.org/10.1007/978-3-540-39964-3_30
Heterogeneous;https://doi.org/10.1007/3-540-44751-2_18
Heterogeneous;https://doi.org/10.1109/NOTERE.2010.5536748
Heterogeneous;https://doi.org/10.1145/3284869.3284905
Heterogeneous;https://doi.org/10.1007/3-540-70735-2
Heterogeneous;https://doi.org/10.1007/978-3-319-72209-2
Heterogeneous;https://doi.org/10.1007/978-3-030-79584-9
Heterogeneous;https://doi.org/10.1007/978-3-319-56212-4
Heterogeneous;https://doi.org/10.1007/978-3-642-28148-8_8
Hierarchical;https://doi.org/10.1007/978-0-387-39940-9_536
Hierarchical;https://doi.org/10.1007/978-0-387-39940-9_1380
Hierarchical;https://doi.org/10.1007/978-3-540-39964-3_78
Hierarchical;https://doi.org/10.1007/b11963
Hierarchical;https://doi.org/10.1007/3-540-15652-6
High-Performance;https://doi.org/10.1007/978-1-4939-2092-1_1
High-Performance;https://doi.org/10.1007/978-3-030-27558-7
Human;https://doi.org/10.1007/978-1-4899-2271-7
Human;https://doi.org/10.1007/978-3-030-21445-6
Human;https://doi.org/10.1007/978-1-4471-6651-1
Human;https://doi.org/10.1007/978-3-030-19408-6
Hybrid;https://doi.org/10.1007/978-3-662-43505-2_52
Hybrid;https://doi.org/10.1007/978-3-319-47524-0
Hybrid;https://doi.org/10.1007/978-3-642-22580-2
Hybrid;https://doi.org/10.1007/978-1-4842-2737-4
Hybrid;https://doi.org/10.1007/b95170
Hybrid;https://doi.org/10.1007/b97585
Hybrid;https://doi.org/10.1007/978-3-030-02161-0
Hybrid;https://doi.org/10.1007/b12051
Hybrid;https://doi.org/10.1007/978-981-15-0275-0
Hybrid;https://doi.org/10.1007/978-3-319-98845-0
Image;https://doi.org/10.1007/978-1-4939-0790-8_11
Image;https://doi.org/10.1007/978-1-4939-0790-8_39
Image;https://doi.org/10.1007/978-3-319-07124-4_56
Image;https://doi.org/10.1007/978-1-4939-0790-8_50
Image;https://doi.org/10.1007/978-1-4939-0790-8_24
Image;https://doi.org/10.1007/978-1-4939-0790-8_25
Image;https://doi.org/10.1007/978-1-4939-0790-8_40
Image;https://doi.org/10.1007/978-3-319-95504-9_24
Image;https://doi.org/10.1007/978-1-4614-8265-9_1013
Image;https://doi.org/10.1007/978-0-387-39940-9_1013
Image;https://doi.org/10.1007/978-1-4614-8265-9_295
Image;https://doi.org/10.1007/978-1-4614-8265-9_1011
Image;https://doi.org/10.1007/978-0-387-39940-9_17
Implementation;https://doi.org/10.1007/978-1-4471-6717-4
Implementation;https://doi.org/10.1007/978-3-030-58839-7
Implementation;https://doi.org/10.1007/978-3-030-15391-5
Implementation;https://doi.org/10.1007/3-540-44933-7
Implementation;https://doi.org/10.1007/3-540-10256-6
Implementation;https://doi.org/10.1007/978-3-658-04773-3
Infrastructure;https://doi.org/10.1007/978-1-4614-8806-4_37
Infrastructure;https://doi.org/10.1109/COOPIS.1999.792171
Infrastructure;https://doi.org/10.1007/978-3-540-39964-3_30
Infrastructure;https://doi.org/10.1007/978-3-540-39964-3_43
Infrastructure;https://doi.org/10.1007/978-3-540-30469-2_30
Infrastructure;https://doi.org/10.1007/978-3-540-30469-2_47
Infrastructure;https://doi.org/10.1007/3-540-44751-2_1
Infrastructure;https://doi.org/10.1007/3-540-36124-3_52
Infrastructure;https://doi.org/10.1007/978-3-319-61949-1_20
Infrastructure;https://doi.org/10.1145/3411170.3411236
Integration.;https://doi.org/10.1007/978-0-387-39940-9_780
Integration.;https://doi.org/10.1007/978-1-4614-8265-9_80667
Integrity;https://doi.org/10.1007/978-1-4939-2092-1_21
Integrity;https://doi.org/10.1007/978-1-4939-2092-1_17
Integrity;https://doi.org/10.1007/978-0-387-39940-9_980
Integrity;https://doi.org/10.1007/978-1-4614-8265-9_980
Integrity;https://doi.org/10.1007/978-0-387-39940-9_400
Integrity;https://doi.org/10.1109/COOPIS.1998.706291
Integrity;https://doi.org/10.1109/COOPIS.1996.554996
Integrity;https://doi.org/10.1007/978-3-540-30468-5_48
Integrity;https://doi.org/10.1007/3-540-44751-2_24
Integrity;https://doi.org/10.1007/978-3-662-55947-5_7
Integrity;https://doi.org/10.1007/978-3-642-34179-3_6
intelligence;https://d-nb.info/969493525
intelligence;https://doi.org/10.1145/1416729.1416778
Internet;https://d-nb.info/95011958X
Internet;https://doi.org/10.1007/10722620_14
Internet;https://doi.org/10.1007/978-3-540-39964-3_85
IP;https://doi.org/10.1007/978-0-387-39940-9_1331
IP;https://doi.org/10.1109/NOTERE.2015.7293515
IP;https://doi.org/10.1007/978-3-030-85836-0
Java;https://doi.org/10.1007/978-0-387-39940-9_1213
Java;https://doi.org/10.1007/978-0-387-39940-9_910
Java;https://doi.org/10.1007/10722620_27
Java;https://doi.org/10.1007/978-3-540-30469-2_28
Java;https://doi.org/10.1007/3-540-36124-3_56
Java;https://doi.org/10.1007/3-540-36124-3_54
Java;https://doi.org/10.1007/3-540-36124-3_59
Java;https://doi.org/10.1007/978-3-540-39964-3_86
Java;https://doi.org/10.1007/978-3-031-06553-8
Java;https://doi.org/10.1007/978-3-319-89491-1
Java;https://doi.org/10.1007/978-3-031-09268-8
Java;https://doi.org/10.1007/978-3-030-24094-3
Java;https://doi.org/10.1007/978-3-319-63357-2
Knowledge;https://doi.org/10.1007/978-0-387-39940-9_1038
Knowledge;https://doi.org/10.1007/3-540-36124-3_82
Knowledge;https://doi.org/10.1007/978-3-540-30468-5_46
Knowledge;https://doi.org/10.1007/978-3-540-39964-3_41
Knowledge;https://doi.org/10.1007/978-3-540-39964-3_57
Knowledge;https://doi.org/10.1007/978-3-031-17834-4_1
Knowledge;https://doi.org/10.1007/978-3-540-30468-5_42
Knowledge;https://doi.org/10.1007/3-540-36124-3_65
Knowledge;https://doi.org/10.1007/3-540-36124-3_75
Knowledge;https://doi.org/10.1007/978-3-540-39964-3_16
Knowledge;https://doi.org/10.1007/978-3-540-39964-3_43
Knowledge;https://doi.org/10.1007/978-3-540-30468-5_40
Language;https://doi.org/10.1007/978-3-540-30468-5_29
Language;https://doi.org/10.1007/3-540-36124-3_83
Language;https://doi.org/10.1109/NOTERE.2015.7293496
Language;https://doi.org/10.1145/3411170.3411252
Language;https://doi.org/10.1007/978-3-642-45419-6
Language;https://doi.org/10.1007/3-540-17980-1
Language;https://doi.org/10.1007/978-1-4613-9595-9
Language;https://doi.org/10.1007/978-3-030-84589-6
Language;https://doi.org/10.1007/b96103
Language;https://doi.org/10.1007/b11968
Learning-Based;https://doi.org/10.1007/3-540-45124-2
Linear;https://doi.org/10.1007/978-1-4612-4224-6
Linear;https://doi.org/10.1007/3-540-54509-3
Linear;https://doi.org/10.1007/978-3-030-31324-1
Logic;https://doi.org/10.1007/978-3-540-69094-8
Machine;https://doi.org/10.1007/978-1-4614-8265-9_557
machine;https://doi.org/10.1016/j.eswax.2019.100015
machine;https://doi.org/10.1016/j.eswax.2019.100001
machine;http://biaa.eu/-upload/BIAA15.pdf
machine;http://biaa.eu/-upload/BIAA26.pdf
machine;http://biaa.eu/-upload/BIAA18.pdf
machine;http://biaa.eu/-upload/BIAA10.pdf
machine;http://biaa.eu/-upload/BIAA12.pdf
machine;http://studia.complexica.net/index.php?option=com_content&view=article&id=193%3Atwo-machine-flow-shop-with-transportation-time-pp-50-75
Management;https://doi.org/10.1007/0-387-27631-9
Management;https://doi.org/10.1007/978-3-319-12250-2
Management;https://doi.org/10.1007/978-981-13-7972-7
Management;https://doi.org/10.1007/978-981-16-9368-7
Management;https://doi.org/10.1007/978-3-030-37884-4
Management;https://doi.org/10.1007/978-1-4939-0392-4
Management;https://doi.org/10.1007/978-3-030-43506-6
Management;https://doi.org/10.1007/978-3-540-38885-2
Management;https://doi.org/10.1007/978-981-15-0138-8
Markov;https://doi.org/10.1007/978-3-319-95504-9_6
Markov;https://doi.org/10.1007/3-540-45804-2
Markov;https://doi.org/10.1007/978-3-662-45947-8_3
Markov;http://studia.complexica.net/index.php?option=com_content&view=article&id=112
measurement;https://doi.org/10.1145/3342428.3343035
Memory;https://doi.org/10.1007/978-1-4939-2092-1_27
Memory;https://doi.org/10.1007/978-1-4614-8265-9_657
Memory;https://doi.org/10.1007/978-0-387-39940-9_686
Memory;https://doi.org/10.1007/10722620_23
Memory;https://doi.org/10.1007/978-3-662-58415-6_7
methods;https://d-nb.info/986312657
methods;https://doi.org/10.1016/j.eswax.2020.100033
Microcontroller;https://doi.org/10.1007/978-3-662-47810-3
Middleware;https://doi.org/10.1007/978-1-4939-2092-1_22
Middleware;https://doi.org/10.1007/978-3-540-30469-2_46
Middleware;https://doi.org/10.1007/3-540-36124-3_60
Middleware;https://doi.org/10.1007/3-540-36124-3_43
Middleware;https://doi.org/10.1007/3-540-36124-3_62
Middleware;https://doi.org/10.1007/978-3-540-30469-2_23
Middleware;https://doi.org/10.1007/978-3-540-39964-3_75
Middleware;https://doi.org/10.1007/978-3-540-39964-3_79
Middleware;https://doi.org/10.1007/10722620_26
Middleware;https://doi.org/10.1007/3-540-36124-3_53
Middleware;https://doi.org/10.1109/NOTERE.2011.5957989
Middleware;https://doi.org/10.1007/0-387-27631-9
Middleware;https://doi.org/10.1007/978-3-642-23074-5_8
Middleware;http://studia.complexica.net/index.php?option=com_content&view=article&id=78
Middleware;http://studia.complexica.net/index.php?option=com_content&view=article&id=151
Middleware;http://studia.complexica.net/index.php?option=com_content&view=article&id=79
MIMO;https://doi.org/10.1007/978-981-13-6362-7
mining;https://doi.org/10.1504/IJTMCC.2016.10005490
mining;https://doi.org/10.1016/j.eswax.2020.100040
mobile;https://d-nb.info/985468084
mobile;https://d-nb.info/983751560
mobile;https://doi.org/10.1145/1416729.1416783
mobile;https://doi.org/10.1145/1416729.1416753
mobile;https://doi.org/10.1109/NOTERE.2016.7745824
mobile;https://doi.org/10.1145/1416729.1416756
mobile;https://doi.org/10.1145/1416729.1416785
mobile;https://doi.org/10.1109/NOTERE.2015.7293473
mobile;https://doi.org/10.1145/1416729.1416791
mobile;https://doi.org/10.1109/NOTERE.2015.7293510
mobile;https://doi.org/10.1145/1416729.1416757
modeling;https://d-nb.info/1008890065
modeling;https://doi.org/10.1145/1416729.1416745
modeling;https://doi.org/10.1016/j.eswax.2020.100026
modeling;http://studia.complexica.net/index.php?option=com_content&view=article&id=254%3Atimed-automata-based-modeling-and-verication-of-denial-of-service-attacks-in-wireless-sensor-networks-pp1-46-&catid=65%3Anumber-1-&Itemid=112
Monitoring;https://doi.org/10.1007/978-1-4939-2092-1_40
Monitoring;https://doi.org/10.1007/978-1-4939-2092-1_42
Monitoring;https://doi.org/10.1007/978-1-4614-8265-9_124
Monitoring;https://doi.org/10.1109/COOPIS.1997.613823
Monitoring;https://doi.org/10.1007/978-3-540-39964-3_68
Monitoring;https://doi.org/10.1145/3411170.3411245
Monitoring;https://doi.org/10.1007/978-3-319-61949-1_7
Monitoring;https://doi.org/10.1145/3411170.3411268
Monitoring;https://doi.org/10.1145/3284869.3284906
Monitoring;https://doi.org/10.1007/978-3-319-61949-1_1
Monitoring;https://doi.org/10.1007/978-3-319-61949-1_2
Monitoring;https://doi.org/10.1007/978-3-319-76111-4_38
Monitoring;https://doi.org/10.1145/3411170.3411236
Monitoring;https://doi.org/10.1145/3284869.3284876
multi-agent;https://doi.org/10.1145/1416729.1416767
multi-agent;http://studia.complexica.net/index.php?option=com_content&view=article&id=224%3Aautomated-observation-of-multi-agent-based-simulations-a-statistical-analysis-approach-pp-62-86
multi-agent;http://studia.complexica.net/index.php?option=com_content&view=article&id=226%3Acompositional-verication-for-reactive-multi-agent-systems-applied-to-platoon-non-collision-verication-pp-119-141
network;https://doi.org/10.1109/NOTERE.2010.5536718
network;https://doi.org/10.1145/1416729.1416743
network;https://doi.org/10.1109/NOTERE.2015.7293507
network;https://doi.org/10.1109/NOTERE.2010.5536543
Networking;https://doi.org/10.1007/978-3-319-61949-1_21
Networking;https://doi.org/10.1007/978-981-16-9368-7
Nonlinear;https://doi.org/10.1007/978-981-16-4161-9
Nonlinear;https://doi.org/10.1007/978-1-84628-615-5
Nonlinear;https://doi.org/10.1007/978-3-030-90773-0
Nonlinear;https://doi.org/10.1007/978-3-662-02581-9
Nonlinear;https://doi.org/10.1007/3-7643-7374-1
number;https://doi.org/10.1145/1416729.1416777
number;https://doi.org/10.1145/3411170.3411255
Object-Oriented;https://doi.org/10.1007/978-1-4614-8265-9_404
Object-Oriented;https://doi.org/10.1007/3-540-36124-3_79
Object-Oriented;https://doi.org/10.1007/3-540-36124-3_62
Object-Oriented;https://doi.org/10.1109/COOPIS.1997.613797
Object-Oriented;https://doi.org/10.1109/COOPIS.1997.613816
Object-Oriented;https://doi.org/10.1109/COOPIS.1998.706200
Object-Oriented;https://doi.org/10.1007/978-3-540-30469-2_44
Object-Oriented;https://doi.org/10.1007/978-3-319-76111-4_28
Object-Oriented;https://doi.org/10.1007/978-3-662-47810-3
Object-Oriented;https://doi.org/10.1007/978-1-4842-2838-8
Object-Oriented;https://doi.org/10.1007/978-3-030-13712-0
Object-Oriented;https://doi.org/10.1007/978-3-642-54426-2_6
online;https://doi.org/10.1145/3411170.3411265
online;https://doi.org/10.1504/IJTMCC.2015.072461
online;https://doi.org/10.1504/IJTMCC.2014.067306
Ontology;https://doi.org/10.1007/978-1-4614-8265-9_1315
Ontology;https://doi.org/10.1007/3-540-36124-3_89
Ontology;https://doi.org/10.1007/978-3-540-30469-2_11
Ontology;https://doi.org/10.1007/978-3-540-30468-5_46
Ontology;https://doi.org/10.1007/978-3-540-30468-5_51
Ontology;https://doi.org/10.1007/978-3-540-39964-3_53
Ontology;https://doi.org/10.1007/3-540-36124-3_66
Ontology;https://doi.org/10.1007/978-3-540-39964-3_54
Ontology;https://doi.org/10.1007/978-3-540-30469-2_14
Ontology;https://doi.org/10.1007/978-3-540-30468-5_41
Ontology;https://doi.org/10.1007/3-540-36124-3_72
Ontology;https://doi.org/10.1007/3-540-36124-3_76
Ontology;https://doi.org/10.1007/3-540-36124-3_33
Ontology;https://doi.org/10.1007/3-540-36124-3_78
Ontology;https://doi.org/10.1007/978-3-540-39964-3_60
Ontology;https://doi.org/10.1007/3-540-36124-3_68
Ontology;https://doi.org/10.1007/978-3-540-39964-3_51
Ontology;https://doi.org/10.1109/COOPIS.1997.613814
Ontology;https://doi.org/10.1145/3342428.3342662
Ontology;https://doi.org/10.1007/978-0-387-36501-5
Ontology;https://doi.org/10.1007/978-3-030-38854-6
Ontology;https://doi.org/10.1007/978-3-662-53455-7_4
Optimization;https://tel.archives-ouvertes.fr/tel-01468781
Optimization;https://doi.org/10.1007/978-3-319-95504-9_21
Optimization;https://doi.org/10.1007/978-3-319-07124-4_53
Optimization;https://doi.org/10.1007/978-3-662-43505-2_78
Optimization;https://doi.org/10.1007/978-3-662-43505-2_59
Optimization;https://doi.org/10.1007/978-3-319-95504-9_15
Optimization;https://doi.org/10.1007/978-3-662-43505-2_66
Optimization;https://doi.org/10.1007/978-3-662-43505-2_67
Optimization;https://doi.org/10.1007/978-3-662-43505-2_81
Optimization;https://doi.org/10.1007/978-3-319-07124-4_42
Optimization;https://doi.org/10.1007/978-3-319-95504-9_26
Optimization;https://doi.org/10.1007/978-3-662-43505-2_68
Optimization;https://doi.org/10.1007/978-0-387-39940-9_297
Optimization;https://doi.org/10.1007/978-3-540-30469-2_22
Optimization;https://doi.org/10.1007/978-3-031-17834-4_10
Optimization;https://doi.org/10.1007/3-540-36124-3_1
Optimization;https://doi.org/10.1109/NOTERE.2016.7745827
Optimization;https://doi.org/10.1007/978-1-4612-1394-9
Optimization;https://doi.org/10.1007/b98874
Optimization;https://doi.org/10.1007/978-3-642-84379-2
Optimization;https://doi.org/10.1007/978-3-540-76290-4
Optimization;https://doi.org/10.1007/3-540-53032-0
Optimization;https://doi.org/10.1007/978-3-658-33034-7
Optimization;https://doi.org/10.1007/978-3-662-46353-6
Optimization;https://doi.org/10.1007/978-3-658-00808-6
Optimization;https://doi.org/10.1007/BFb0020710
Optimization;https://doi.org/10.1007/978-981-16-3420-8
Optimization;https://doi.org/10.1007/978-3-030-98737-4
Optimization;https://doi.org/10.1007/978-981-19-1770-7
Optimization;https://doi.org/10.1007/978-981-15-3928-2
Optimization;https://doi.org/10.1007/978-3-662-49534-6_3
Optimization;https://doi.org/10.1007/978-3-642-23074-5_6
Optimization;https://doi.org/10.1007/978-3-662-62386-2_2
Optimization;https://doi.org/10.1007/978-3-662-62199-8_3
Optimization;https://doi.org/10.1007/978-3-642-37574-3_3
Optimization;https://doi.org/10.1007/978-3-662-55696-2_4
Optimization;https://doi.org/10.1007/978-3-642-03722-1_9
Optimization;http://studia.complexica.net/index.php?option=com_content&view=article&id=103
Optimization;http://studia.complexica.net/index.php?option=com_content&view=article&id=198%3Aimproving-the-envelope-of-the-lmi-optimization-using-the-youla-parametrization-pp-152-172
Optimization;http://studia.complexica.net/index.php?option=com_content&view=article&id=142
Optimization;http://studia.complexica.net/index.php?option=com_content&view=article&id=199%3Apreface-baikal-conference-on-optimization-methods-and-tapplications-pp-3-6
Parallel;https://doi.org/10.1007/978-3-662-43505-2_50
Parallel;https://doi.org/10.1007/978-3-662-43505-2_55
Parallel;https://doi.org/10.1007/978-3-662-43505-2_46
Parallel;https://doi.org/10.1007/978-3-319-07124-4_40
Parallel;https://doi.org/10.1007/978-1-4939-2092-1_1
Parallel;https://doi.org/10.1007/978-1-4614-8265-9_262
Parallel;https://doi.org/10.1007/978-0-387-39940-9_1079
Parallel;https://doi.org/10.1007/978-1-4614-8265-9_1078
Parallel;https://doi.org/10.1007/978-0-387-39940-9_261
Parallel;https://doi.org/10.1007/978-1-4614-8265-9_1079
Parallel;https://doi.org/10.1007/3-540-36124-3_24
Parallel;https://doi.org/10.1007/978-3-540-30469-2_38
Parallel;https://doi.org/10.1145/3411170.3411258
Path;https://doi.org/10.1007/978-1-4939-2092-1_3
Path;https://doi.org/10.1007/978-3-319-61949-1_23
Path;https://doi.org/10.1007/978-3-658-28415-2
Path;https://doi.org/10.1007/978-3-540-77520-1
Path;https://doi.org/10.1007/978-3-662-45947-8_4
Pattern;https://doi.org/10.1007/978-3-642-37574-3_7
Pattern;https://doi.org/10.1007/978-3-662-62386-2_3
Pattern;https://doi.org/10.1007/978-3-662-66146-8_6
Pattern;https://doi.org/10.1007/978-3-662-49784-5_1
Pattern;https://doi.org/10.1007/978-3-662-47804-2_7
Pattern;https://doi.org/10.1007/978-3-642-37574-3_6
Perception;https://doi.org/10.1007/978-3-642-13974-1
Perception;https://doi.org/10.1007/978-3-540-39964-3_10
Perception;https://doi.org/10.1007/3-540-36124-3_12
Perception;https://doi.org/10.1007/978-3-319-69920-2
Perception;https://doi.org/10.1007/BFb0019384
Performance;https://doi.org/10.1007/978-3-540-30469-2_21
Performance;https://doi.org/10.1007/3-540-36124-3_59
Performance;https://doi.org/10.1007/3-540-36124-3_51
Performance;https://doi.org/10.1007/3-540-36124-3_39
Performance;https://doi.org/10.1007/978-3-540-39964-3_85
Performance;https://doi.org/10.1109/NOTERE.2011.5957994
Performance;https://doi.org/10.1109/NOTERE.2016.7745823
Performance;https://doi.org/10.1007/978-3-319-61949-1_6
Performance;https://doi.org/10.1007/978-3-319-76111-4_10
Planning;https://doi.org/10.1007/978-3-642-37574-3_2
Prediction;https://doi.org/10.1109/COOPIS.1999.792167
Prediction;https://doi.org/10.1145/3411170.3411232
Prediction;https://doi.org/10.1007/978-3-319-32253-7
Prediction;https://doi.org/10.1007/978-3-642-13642-9
Privacy;https://doi.org/10.1007/978-3-319-98161-1_13
Privacy;https://doi.org/10.1007/978-3-319-95504-9_27
Privacy;https://doi.org/10.1007/978-1-4614-8806-4_69
Privacy;https://doi.org/10.1007/978-1-4939-2092-1_34
