document|cite
https://doi.org/10.1007/978-1-4614-8265-9_956|https://doi.org/10.1007/978-0-387-47955-2
https://doi.org/10.1007/978-1-4614-8265-9_1176|Qu'est-ce qu'une machine? (II/III)._2014
https://doi.org/10.1007/978-1-4614-8265-9_1176|https://doi.org/10.1007/978-3-658-12616-2
https://doi.org/10.1007/978-1-4614-8265-9_1176|https://doi.org/10.1007/978-1-4842-2716-9
https://doi.org/10.1007/978-0-387-39940-9_1000|A Negotiation Protocol for Conflict Resolution in Multi-Agent Environments._1993
https://doi.org/10.1007/978-0-387-39940-9_919|https://doi.org/10.1109/COOPIS.1998.706187
https://doi.org/10.1007/978-1-4614-8265-9_442|https://doi.org/10.1007/978-3-642-34179-3_8
https://doi.org/10.1007/978-1-4614-8265-9_442|https://doi.org/10.1007/3-540-36124-3_74
https://doi.org/10.1007/978-1-4614-8265-9_442|https://doi.org/10.1109/NOTERE.2015.7293496
https://doi.org/10.1007/978-1-4614-8265-9_1092|https://doi.org/10.1109/COOPIS.1997.613803
https://doi.org/10.1007/978-1-4614-8265-9_1092|https://doi.org/10.1007/978-3-540-39964-3_66
https://doi.org/10.1007/978-0-387-39940-9_1257|http://studia.complexica.net/index.php?option=com_content&view=article&id=74
https://doi.org/10.1007/978-0-387-39940-9_1053|https://doi.org/10.1145/1416729.1416736
https://doi.org/10.1007/978-0-387-39940-9_1053|Modelling the Real World by Multi-World Data Model._1993
https://doi.org/10.1007/978-1-4614-8265-9_597|https://doi.org/10.1007/978-3-662-46562-2_3
https://doi.org/10.1007/978-1-4614-8265-9_80761|https://doi.org/10.1109/COOPIS.1997.613803
https://doi.org/10.1007/978-0-387-39940-9_672|http://studia.complexica.net/index.php?option=com_content&view=article&id=73
https://doi.org/10.1007/978-0-387-39940-9_672|https://d-nb.info/972000216
https://doi.org/10.1007/978-1-4614-8265-9_831|http://editions-rnti.fr/?inprocid=1001870
https://doi.org/10.1007/978-1-4614-8265-9_831|https://doi.org/10.1007/978-3-642-35332-1_2
https://doi.org/10.1007/978-1-4614-8265-9_166|https://doi.org/10.1007/3-540-46440-9
https://doi.org/10.1007/978-0-387-39940-9_878|https://doi.org/10.1109/COOPIS.1999.792181
https://doi.org/10.1007/978-1-4614-8265-9_1430|https://doi.org/10.1007/978-3-540-92913-0_19
https://doi.org/10.1007/978-1-4614-8265-9_1430|https://doi.org/10.1007/978-3-662-55608-5_3
https://doi.org/10.1007/978-1-4614-8265-9_570|https://doi.org/10.1007/3-540-45162-5
https://doi.org/10.1007/978-1-4614-8265-9_570|https://doi.org/10.1007/b12051
https://doi.org/10.1007/978-1-4614-8265-9_594|https://doi.org/10.1504/IJTMCC.2013.052526
https://doi.org/10.1007/978-1-4614-8265-9_594|https://doi.org/10.1007/978-3-662-45947-8_6
https://doi.org/10.1007/978-1-4614-8265-9_594|https://doi.org/10.1007/978-3-662-49214-7_7
https://doi.org/10.1007/978-1-4614-8265-9_395|https://doi.org/10.1007/978-3-540-30468-5_26
https://doi.org/10.1007/978-1-4614-8265-9_395|https://doi.org/10.1109/NOTERE.2010.5536559
https://doi.org/10.1007/978-1-4614-8265-9_143|http://www.bod.de/index.php?id=296&objk_id=220006
https://doi.org/10.1007/978-1-4614-8265-9_325|https://doi.org/10.1007/978-1-4899-7637-6_28
https://doi.org/10.1007/978-1-4614-8265-9_325|https://doi.org/10.1007/978-3-540-39964-3_81
https://doi.org/10.1007/978-1-4614-8265-9_325|https://doi.org/10.1007/978-3-319-61949-1_14
https://doi.org/10.1007/978-1-4614-8265-9_1085|https://d-nb.info/920349374
https://doi.org/10.1007/978-1-4614-8265-9_1085|https://doi.org/10.1007/978-3-319-61949-1_20
https://doi.org/10.1007/978-0-387-39940-9_522|https://doi.org/10.1007/978-3-540-30469-2_33
https://doi.org/10.1007/978-0-387-39940-9_767|https://doi.org/10.1007/3-540-36124-3_66
https://doi.org/10.1007/978-0-387-39940-9_767|https://doi.org/10.1007/3-540-36124-3_15
https://doi.org/10.1007/978-1-4614-8265-9_948|https://doi.org/10.1007/978-3-540-30469-2_14
https://doi.org/10.1007/978-1-4614-8265-9_948|https://doi.org/10.1109/COOPIS.1999.792175
https://doi.org/10.1007/978-1-4614-8265-9_948|https://doi.org/10.1007/978-3-540-30468-5_9
https://doi.org/10.1007/978-1-4614-8265-9_533|Intelligent Web Search via Personalizable Meta-search Agents._2002
https://doi.org/10.1007/978-1-4614-8265-9_533|Learning Agents for Cooperative Hyperinformation Systems._1993
https://doi.org/10.1007/978-1-4614-8265-9_374|https://doi.org/10.1007/978-3-540-69094-8
https://doi.org/10.1007/978-1-4614-8265-9_374|https://doi.org/10.1007/978-3-8348-2191-1
https://doi.org/10.1007/978-1-4614-8265-9_903|https://doi.org/10.1007/978-0-387-39940-9_1343
https://doi.org/10.1007/978-0-387-39940-9_662|https://doi.org/10.1007/3-540-44613-3
https://doi.org/10.1007/978-1-4614-8265-9_1032|https://doi.org/10.1145/1416729.1416793
https://doi.org/10.1007/978-1-4614-8265-9_1032|https://doi.org/10.1007/978-3-662-55696-2_4
https://doi.org/10.1007/978-0-387-39940-9_1313|https://doi.org/10.1007/978-3-540-39964-3_2
https://doi.org/10.1007/978-1-4614-8265-9_499|https://doi.org/10.1109/COOPIS.1998.706289
https://doi.org/10.1007/978-1-4614-8265-9_315|https://doi.org/10.1007/978-3-642-69959-7
https://doi.org/10.1007/978-1-4614-8265-9_1413|https://doi.org/10.1145/1416729.1416783
https://doi.org/10.1007/978-1-4614-8265-9_1413|https://link.springer.com/book/10.1007/978-3-319-25343-5
https://doi.org/10.1007/978-1-4614-8265-9_869|https://doi.org/10.1007/978-1-4614-8806-4_79
https://doi.org/10.1007/978-1-4614-8265-9_869|https://doi.org/10.1007/978-3-319-76111-4_21
https://doi.org/10.1007/978-1-4614-8265-9_1472|http://www.bod.de/index.php?id=296&objk_id=228746
https://doi.org/10.1007/978-1-4614-8265-9_1472|Multidatabase Interoperability in Health Case Legacy Applications._1994
https://doi.org/10.1007/978-0-387-39940-9_1252|https://tel.archives-ouvertes.fr/tel-00004889
https://doi.org/10.1007/978-1-4614-8265-9_1473|Dynamic Materialization for Building Personalized Smart Cubes._2016
https://doi.org/10.1007/978-1-4614-8265-9_1473|https://doi.org/10.1007/10722620_21
https://doi.org/10.1007/978-1-4614-8265-9_1473|https://doi.org/10.1007/978-1-4757-0450-1
https://doi.org/10.1007/978-0-387-39940-9_830|https://doi.org/10.1007/978-1-4612-4342-7
https://doi.org/10.1007/978-0-387-39940-9_1192|https://doi.org/10.1007/978-1-4684-5287-7
https://doi.org/10.1007/978-0-387-39940-9_63|Cooperation in Distributed Medcal Care._1994
https://doi.org/10.1007/978-0-387-39940-9_63|https://doi.org/10.1007/3-540-44936-1
https://doi.org/10.1007/978-1-4614-8265-9_514|https://doi.org/10.1007/978-3-662-43505-2_25
https://doi.org/10.1007/978-1-4614-8265-9_514|https://doi.org/10.1007/978-3-319-61949-1_27
https://doi.org/10.1007/978-0-387-39940-9_1091|https://doi.org/10.1007/b12051
https://doi.org/10.1007/978-1-4614-8265-9_178|https://doi.org/10.1007/978-3-642-16175-9_3
https://doi.org/10.1007/978-0-387-39940-9_1409|https://doi.org/10.1007/0-387-27631-9
https://doi.org/10.1007/978-1-4614-8265-9_652|http://biaa.eu/-upload/editono72.pdf
https://doi.org/10.1007/978-1-4614-8265-9_652|https://doi.org/10.1109/COOPIS.1998.706185
https://doi.org/10.1007/978-1-4614-8265-9_652|http://studia.complexica.net/index.php?option=com_content&view=article&id=195%3Astudy-and-simulation-of-queuing-theory-in-the-toll-motorway-pp-96-130
https://doi.org/10.1007/978-1-4614-8265-9_684|http://biaa.eu/-upload/BIAA54.pdf
https://doi.org/10.1007/978-0-387-39940-9_451|https://doi.org/10.1007/978-3-642-74375-7
https://doi.org/10.1007/978-1-4614-8265-9_1111|https://doi.org/10.1007/978-3-540-30469-2_47
https://doi.org/10.1007/978-1-4614-8265-9_1111|https://doi.org/10.1145/1416729.1416759
https://doi.org/10.1007/978-1-4614-8265-9_80712|https://doi.org/10.1007/978-3-642-70289-1
https://doi.org/10.1007/978-1-4614-8265-9_80712|https://doi.org/10.1007/978-3-642-03722-1_4
https://doi.org/10.1007/978-1-4614-8265-9_405|https://doi.org/10.1007/978-0-387-39940-9_518
https://doi.org/10.1007/978-1-4614-8265-9_2354|https://doi.org/10.1007/978-3-662-49175-1_3
https://doi.org/10.1007/978-1-4614-8265-9_2354|http://biaa.eu/-upload/BIAA71.pdf
https://doi.org/10.1007/978-1-4614-8265-9_672|https://doi.org/10.1007/978-1-4614-8806-4_66
https://doi.org/10.1007/978-1-4614-8265-9_672|https://doi.org/10.1007/978-0-387-39940-9_1421
https://doi.org/10.1007/978-1-4614-8265-9_445|https://d-nb.info/991301455
https://doi.org/10.1007/978-1-4614-8265-9_689|Query Transformation Techniques for Interoperable Query Processing in Cooperative Information Systems._1994
https://doi.org/10.1007/978-1-4614-8265-9_295|https://doi.org/10.1007/978-3-662-43505-2_78
https://doi.org/10.1007/978-1-4614-8265-9_295|https://doi.org/10.1504/IJTMCC.2014.067378
https://doi.org/10.1007/978-1-4614-8265-9_923|https://doi.org/10.1007/978-981-10-2543-3
https://doi.org/10.1007/978-1-4614-8265-9_923|http://studia.complexica.net/index.php?option=com_content&view=article&id=64
https://doi.org/10.1007/978-1-4614-8265-9_284|https://doi.org/10.1007/978-3-642-69512-4
https://doi.org/10.1007/978-1-4614-8265-9_80659|https://doi.org/10.1007/978-3-662-43505-2_16
https://doi.org/10.1007/978-0-387-39940-9_467|http://doi.ieeecomputersociety.org/10.1109/COOPIS.1996.10006
https://doi.org/10.1007/978-0-387-39940-9_467|https://doi.org/10.1007/978-3-540-39964-3_63
https://doi.org/10.1007/978-0-387-39940-9_130|https://doi.org/10.1007/978-3-662-10876-5
https://doi.org/10.1007/978-0-387-39940-9_821|http://studia.complexica.net/index.php?option=com_content&view=article&id=67
https://doi.org/10.1007/978-0-387-39940-9_821|http://biaa.eu/-upload/BIAA67.pdf
https://doi.org/10.1007/978-0-387-39940-9_821|https://doi.org/10.1007/978-3-540-39964-3_94
https://doi.org/10.1007/978-0-387-39940-9_327|https://doi.org/10.1007/978-3-540-30469-2_23
https://doi.org/10.1007/978-1-4614-8265-9_448|https://doi.org/10.1007/978-3-540-39964-3_57
https://doi.org/10.1007/978-1-4614-8265-9_448|https://doi.org/10.1007/BFb0019384
https://doi.org/10.1007/978-0-387-39940-9_1156|https://d-nb.info/988033844
https://doi.org/10.1007/978-0-387-39940-9_1156|A Planning Algorithm for Distributed Manufacturing._1993
https://doi.org/10.1007/978-0-387-39940-9_763|https://doi.org/10.1109/COOPIS.1997.613816
https://doi.org/10.1007/978-0-387-39940-9_763|https://doi.org/10.1007/978-3-540-30469-2_12
https://doi.org/10.1007/978-1-4614-8265-9_1283|https://doi.org/10.1007/978-3-662-46703-9_3
https://doi.org/10.1007/978-1-4614-8265-9_80703|https://doi.org/10.1007/978-0-387-39940-9_1421
https://doi.org/10.1007/978-1-4614-8265-9_80703|https://doi.org/10.1007/978-1-4939-2092-1_24
https://doi.org/10.1007/978-1-4614-8265-9_1011|https://doi.org/10.1007/978-3-642-34179-3_5
https://doi.org/10.1007/978-0-387-39940-9_556|Process-Oriented Integration of Tools in Distributed Modeling Environments._1995
https://doi.org/10.1007/978-0-387-39940-9_556|https://doi.org/10.1007/3-540-44751-2_6
https://doi.org/10.1007/978-1-4614-8265-9_80607|https://doi.org/10.1109/COOPIS.1998.706192
https://doi.org/10.1007/978-1-4614-8265-9_80607|https://doi.org/10.1504/IJTMCC.2013.056430
https://doi.org/10.1007/978-1-4614-8265-9_1505|https://doi.org/10.1007/978-0-387-39940-9_763
https://doi.org/10.1007/978-1-4614-8265-9_1505|https://doi.org/10.1007/978-3-319-12250-2
https://doi.org/10.1007/978-0-387-39940-9_886|https://d-nb.info/991301455
https://doi.org/10.1007/978-0-387-39940-9_886|Intelligent Assistance in Flexible Decisions._1993
https://doi.org/10.1007/978-0-387-39940-9_656|https://doi.org/10.1109/COOPIS.1999.792182
https://doi.org/10.1007/978-1-4614-8265-9_332|http://studia.complexica.net/index.php?option=com_content&view=article&id=129
https://doi.org/10.1007/978-1-4614-8265-9_198|https://doi.org/10.1007/978-3-662-46485-4_2
https://doi.org/10.1007/978-1-4614-8265-9_198|https://doi.org/10.1504/IJTMCC.2017.10010539
https://doi.org/10.1007/978-1-4614-8265-9_1435|http://biaa.eu/-upload/BIAA11.pdf
https://doi.org/10.1007/978-1-4614-8265-9_1435|https://doi.org/10.1007/978-3-540-39964-3_39
https://doi.org/10.1007/978-0-387-39940-9_1331|https://doi.org/10.1007/978-3-540-30468-5_12
https://doi.org/10.1007/978-1-4614-8265-9_586|https://doi.org/10.1007/978-3-642-14040-2
https://doi.org/10.1007/978-1-4614-8265-9_586|http://www.dbs.informatik.uni-muenchen.de/buecher/kdd.html
https://doi.org/10.1007/978-0-387-39940-9_274|https://doi.org/10.1007/s11280-006-0010-9
https://doi.org/10.1007/978-0-387-39940-9_918|https://doi.org/10.1007/BFb0017806
https://doi.org/10.1007/978-0-387-39940-9_918|https://doi.org/10.1007/978-3-540-39964-3_5
https://doi.org/10.1007/978-0-387-39940-9_296|https://d-nb.info/943683882
https://doi.org/10.1007/978-0-387-39940-9_296|https://doi.org/10.1007/BFb0021104
https://doi.org/10.1007/978-1-4614-8265-9_80747|https://doi.org/10.1007/978-3-540-39964-3_36
https://doi.org/10.1007/978-1-4614-8265-9_1078|https://doi.org/10.1007/978-3-540-39964-3_19
https://doi.org/10.1007/978-1-4614-8265-9_793|http://biaa.eu/-upload/BIAA71.pdf
https://doi.org/10.1007/978-1-4614-8265-9_80803|https://doi.org/10.1007/978-0-387-39940-9_517
https://doi.org/10.1007/978-1-4614-8265-9_80803|https://doi.org/10.1109/COOPIS.1997.613816
https://doi.org/10.1007/978-1-4614-8265-9_80803|http://biaa.eu/-upload/BIAA13.pdf
https://doi.org/10.1007/978-1-4614-8265-9_797|https://doi.org/10.1007/978-3-540-30469-2_19
https://doi.org/10.1007/978-1-4614-8265-9_80758|https://doi.org/10.1007/978-3-642-37574-3_3
https://doi.org/10.1007/978-1-4614-8265-9_80758|https://doi.org/10.1007/978-3-662-43505-2_38
https://doi.org/10.1007/978-1-4614-8265-9_885|Towards Persistent Object Systems for Desktop Computing._1994
https://doi.org/10.1007/978-1-4614-8265-9_1027|Preambule I: Le programme de la journée du 30 mars 2012._2012
https://doi.org/10.1007/978-1-4614-8265-9_1027|https://doi.org/10.1007/978-3-319-61949-1_1
https://doi.org/10.1007/978-1-4614-8265-9_1027|http://studia.complexica.net/index.php?option=com_content&view=article&id=73
https://doi.org/10.1007/978-1-4614-8265-9_743|Task-Oriented Development of Intelligent Information Systems._1993
https://doi.org/10.1007/978-1-4614-8265-9_743|https://doi.org/10.1007/978-3-319-55483-9
https://doi.org/10.1007/978-1-4614-8265-9_1465|https://doi.org/10.1007/978-3-662-54677-2
https://doi.org/10.1007/978-1-4614-8265-9_1465|https://doi.org/10.1007/978-3-319-76111-4_8
https://doi.org/10.1007/978-1-4614-8265-9_1465|https://doi.org/10.1007/978-0-387-39940-9_830
https://doi.org/10.1007/978-1-4614-8265-9_928|https://doi.org/10.1007/978-3-662-44949-3
https://doi.org/10.1007/978-0-387-39940-9_225|https://doi.org/10.1007/b137376
https://doi.org/10.1007/978-1-4614-8265-9_80641|https://doi.org/10.1007/978-1-4615-1003-1
https://doi.org/10.1007/978-1-4614-8265-9_80641|https://doi.org/10.1007/978-1-4614-8806-4_29
https://doi.org/10.1007/978-0-387-39940-9_5048|https://doi.org/10.1145/1416729.1416741
https://doi.org/10.1007/978-0-387-39940-9_525|https://doi.org/10.1007/3-540-44751-2_12
https://doi.org/10.1007/978-1-4614-8265-9_557|https://doi.org/10.1109/COOPIS.1997.613816
https://doi.org/10.1007/978-1-4614-8265-9_80638|https://doi.org/10.1007/978-3-540-39964-3_74
https://doi.org/10.1007/978-1-4614-8265-9_80638|https://d-nb.info/1007091916
https://doi.org/10.1007/978-1-4614-8265-9_1129|http://biaa.eu/-upload/BIAA39.pdf
https://doi.org/10.1007/978-1-4614-8265-9_1129|https://doi.org/10.1007/978-1-4899-7637-6_4
https://doi.org/10.1007/978-1-4614-8265-9_1129|https://doi.org/10.1007/978-3-540-92913-0_15
https://doi.org/10.1007/978-0-387-39940-9_211|https://doi.org/10.1007/3-540-63580-7
https://doi.org/10.1007/978-1-4614-8265-9_942|https://doi.org/10.1007/978-1-4939-2092-1_3
https://doi.org/10.1007/978-1-4614-8265-9_942|Cooperative Information Systems in Integrated Manufacturing Environments._1994
https://doi.org/10.1007/978-1-4614-8265-9_80617|http://studia.complexica.net/index.php?option=com_content&view=article&id=233%3Aa-pragmatic-approach-for-testing-stateless-and-stateful-web-service-robustness-pp-139-179
https://doi.org/10.1007/978-1-4614-8265-9_80617|https://doi.org/10.1007/978-0-387-39940-9_357
https://doi.org/10.1007/978-0-387-39940-9_361|https://doi.org/10.1007/10722620_25
https://doi.org/10.1007/978-1-4614-8265-9_516|https://doi.org/10.1007/978-3-540-37882-2
https://doi.org/10.1007/978-0-387-39940-9_5010|https://doi.org/10.1007/3-540-10886-6
https://doi.org/10.1007/978-1-4614-8265-9_517|https://doi.org/10.1007/3-540-09723-6
https://doi.org/10.1007/978-1-4614-8265-9_517|https://doi.org/10.1007/978-0-387-39940-9_521
https://doi.org/10.1007/978-0-387-39940-9_170|https://doi.org/10.1109/COOPIS.1998.706193
https://doi.org/10.1007/978-0-387-39940-9_170|https://d-nb.info/870212508
https://doi.org/10.1007/978-0-387-39940-9_1191|Entzifferte Geheimnisse: Methoden und Maximen der Kryptologie, 2. Auflage_1997
https://doi.org/10.1007/978-1-4614-8265-9_1000|https://doi.org/10.1007/978-3-642-54426-2_1
https://doi.org/10.1007/978-1-4614-8265-9_145|https://doi.org/10.1007/978-0-387-39940-9_888
https://doi.org/10.1007/978-1-4614-8265-9_145|https://doi.org/10.1007/3-540-48661-5
https://doi.org/10.1007/978-0-387-39940-9_1242|https://doi.org/10.1007/978-3-642-72808-2
https://doi.org/10.1007/978-1-4614-8265-9_1090|https://doi.org/10.1007/978-3-642-27166-3
https://doi.org/10.1007/978-1-4614-8265-9_80673|https://doi.org/10.1007/978-3-642-03722-1_9
https://doi.org/10.1007/978-1-4614-8265-9_80673|https://d-nb.info/944058914
https://doi.org/10.1007/978-1-4614-8265-9_80673|https://doi.org/10.1007/978-3-642-84379-2
https://doi.org/10.1007/978-1-4614-8265-9_714|https://doi.org/10.1109/NOTERE.2015.7293517
https://doi.org/10.1007/978-1-4614-8265-9_714|https://doi.org/10.1504/IJTMCC.2017.10010539
https://doi.org/10.1007/978-0-387-39940-9_928|http://studia.complexica.net/index.php?option=com_content&view=article&id=81
https://doi.org/10.1007/978-0-387-39940-9_390|https://doi.org/10.1109/COOPIS.1999.792159
https://doi.org/10.1007/978-0-387-39940-9_968|Interschema Knowledge in Cooperative Information Systems._1993
https://doi.org/10.1007/978-0-387-39940-9_823|https://doi.org/10.1007/b12051
https://doi.org/10.1007/978-0-387-39940-9_717|https://doi.org/10.1007/10722620_25
Temporal Compatibility._2018|https://doi.org/10.1007/978-3-319-61949-1_15
https://doi.org/10.1007/978-1-4614-8265-9_20|https://doi.org/10.1007/3-540-59173-7
https://doi.org/10.1007/978-1-4614-8265-9_817|https://doi.org/10.1109/COOPIS.1996.555006
https://doi.org/10.1007/978-0-387-39940-9_1210|https://doi.org/10.1109/COOPIS.1997.613801
https://doi.org/10.1007/978-0-387-39940-9_1210|http://biaa.eu/-upload/jmkno76.pdf
https://doi.org/10.1007/978-0-387-39940-9_305|https://doi.org/10.1007/3-540-36124-3_51
https://doi.org/10.1007/978-0-387-39940-9_305|https://doi.org/10.1007/978-3-540-39964-3_86
https://doi.org/10.1007/978-1-4614-8265-9_366|https://doi.org/10.1007/978-3-319-11909-0
https://doi.org/10.1007/978-0-387-39940-9_1002|https://doi.org/10.1145/1416729.1416753
https://doi.org/10.1007/978-1-4614-8265-9_80735|http://biaa.eu/-upload/editono75.pdf
https://doi.org/10.1007/978-1-4614-8265-9_80735|https://doi.org/10.1109/COOPIS.1997.613801
https://doi.org/10.1007/978-1-4614-8265-9_1210|Distributed Semantic Query Processing in a Cooperative Information System._1995
https://doi.org/10.1007/978-1-4614-8265-9_631|https://doi.org/10.1145/1416729.1416749
https://doi.org/10.1007/978-1-4614-8265-9_631|https://doi.org/10.1007/978-3-662-43505-2_7
https://doi.org/10.1007/978-1-4614-8265-9_631|Specifying Flexible Tasks in a Multi-database._1994
https://doi.org/10.1007/978-0-387-39940-9_625|https://d-nb.info/952577437
https://doi.org/10.1007/978-1-4614-8265-9_470|https://d-nb.info/988799375
https://doi.org/10.1007/978-1-4614-8265-9_470|https://doi.org/10.1007/978-0-387-39940-9_830
https://doi.org/10.1007/978-0-387-39940-9_172|https://doi.org/10.1007/3-540-44751-2_25
https://doi.org/10.1007/978-0-387-39940-9_77|https://doi.org/10.1145/1416729.1416787
https://doi.org/10.1007/978-0-387-39940-9_447|Une definition du calculable._1984
https://doi.org/10.1007/978-0-387-39940-9_778|https://doi.org/10.1109/COOPIS.1998.706190
https://doi.org/10.1007/978-0-387-39940-9_207|https://doi.org/10.1145/1416729.1416783
https://doi.org/10.1007/978-1-4614-8265-9_423|https://doi.org/10.1109/COOPIS.1997.613810
https://doi.org/10.1007/978-1-4614-8265-9_423|http://studia.complexica.net/index.php?option=com_content&view=article&id=226%3Acompositional-verication-for-reactive-multi-agent-systems-applied-to-platoon-non-collision-verication-pp-119-141
https://doi.org/10.1007/978-0-387-39940-9_420|https://doi.org/10.1007/3-540-44751-2_26
https://doi.org/10.1007/978-0-387-39940-9_420|Animating Formal Requirements Specifications of Cooperative Information Systems._1994
https://doi.org/10.1007/978-1-4614-8265-9_434|https://doi.org/10.1007/978-3-540-39964-3_81
https://doi.org/10.1007/978-1-4614-8265-9_80775|https://doi.org/10.1007/978-3-662-56121-8_4
https://doi.org/10.1007/978-1-4614-8265-9_80775|http://studia.complexica.net/index.php?option=com_content&view=article&id=149
https://doi.org/10.1007/978-1-4614-8265-9_80775|http://studia.complexica.net/index.php?option=com_content&view=article&id=93
https://doi.org/10.1007/978-1-4614-8265-9_1501|https://doi.org/10.1109/COOPIS.1998.706186
https://doi.org/10.1007/978-0-387-39940-9_261|http://studia.complexica.net/index.php?option=com_content&view=article&id=104
https://doi.org/10.1007/978-1-4614-8265-9_364|https://doi.org/10.1007/978-1-4939-2092-1_21
https://doi.org/10.1007/978-1-4614-8265-9_242|https://doi.org/10.1007/978-0-387-39940-9_1531
https://doi.org/10.1007/978-1-4614-8265-9_18|https://doi.org/10.1007/978-3-662-43505-2_34
https://doi.org/10.1007/978-0-387-39940-9_1484|https://doi.org/10.1007/10722620_19
https://doi.org/10.1007/978-0-387-39940-9_17|https://doi.org/10.1007/978-3-642-84278-8
https://doi.org/10.1007/978-0-387-39940-9_17|https://doi.org/10.1007/10722620_11
https://doi.org/10.1007/978-0-387-39940-9_331|https://doi.org/10.1007/3-540-36124-3_82
https://doi.org/10.1007/978-1-4614-8265-9_949|https://doi.org/10.1007/978-3-540-39964-3_65
https://doi.org/10.1007/978-1-4614-8265-9_949|https://d-nb.info/94263554X
https://doi.org/10.1007/978-1-4614-8265-9_1441|Preambule I: Le programme de la journée du 30 mars 2012._2012
https://doi.org/10.1007/978-1-4614-8265-9_358|https://doi.org/10.1007/978-3-662-43505-2_28
https://doi.org/10.1007/978-0-387-39940-9_892|https://doi.org/10.1007/978-1-4471-0449-0
https://doi.org/10.1007/978-1-4614-8265-9_304|https://doi.org/10.1145/1416729.1416758
https://doi.org/10.1007/978-1-4614-8265-9_304|https://doi.org/10.1109/NOTERE.2016.7745828
https://doi.org/10.1007/978-0-387-39940-9_341|https://doi.org/10.1007/3-540-36124-3_88
https://doi.org/10.1007/978-1-4614-8265-9_464|https://doi.org/10.1007/978-3-662-46703-9_2
https://doi.org/10.1007/978-1-4614-8265-9_464|https://doi.org/10.1007/978-0-387-39940-9_1422
https://doi.org/10.1007/978-1-4614-8265-9_464|Informatique._2012
https://doi.org/10.1007/978-0-387-39940-9_786|https://doi.org/10.1007/978-0-387-78881-4
https://doi.org/10.1007/978-0-387-39940-9_891|http://biaa.eu/-upload/BIAA57.pdf
https://doi.org/10.1007/978-0-387-39940-9_891|https://doi.org/10.1007/3-540-49639-4
https://doi.org/10.1007/978-1-4614-8265-9_80627|https://doi.org/10.1007/978-3-642-24812-2
https://doi.org/10.1007/978-1-4614-8265-9_80627|Définitions formelles des réseaux de petri._2009
https://doi.org/10.1007/978-1-4614-8265-9_385|https://d-nb.info/850551595
https://doi.org/10.1007/978-1-4614-8265-9_84|http://studia.complexica.net/index.php?option=com_content&view=article&id=62
https://doi.org/10.1007/978-1-4614-8265-9_1369|https://d-nb.info/98665101X
https://doi.org/10.1007/978-1-4614-8265-9_1369|http://biaa.eu/-upload/BIAA16.pdf
https://doi.org/10.1007/978-0-387-39940-9_1049|The Redux' Server._1993
https://doi.org/10.1007/978-1-4614-8265-9_417|http://studia.complexica.net/index.php?option=com_content&view=article&id=67
https://doi.org/10.1007/978-1-4614-8265-9_1079|https://doi.org/10.1145/1416729.1416777
https://doi.org/10.1007/978-1-4614-8265-9_286|https://doi.org/10.1007/978-3-662-55947-5_1
https://doi.org/10.1007/978-1-4614-8265-9_286|https://tel.archives-ouvertes.fr/tel-01468781
https://doi.org/10.1007/978-1-4614-8265-9_286|https://doi.org/10.1007/978-3-642-54426-2_3
https://doi.org/10.1007/978-1-4614-8265-9_5054|https://doi.org/10.1007/978-3-662-46335-2_4
https://doi.org/10.1007/978-1-4614-8265-9_5054|https://doi.org/10.1145/1416729.1416737
https://doi.org/10.1007/978-1-4614-8265-9_425|https://doi.org/10.1007/978-3-319-61949-1_30
https://doi.org/10.1007/978-1-4614-8265-9_425|https://doi.org/10.1007/978-1-4939-0790-8_26
https://doi.org/10.1007/978-1-4614-8265-9_1066|Vouzzavedibisar: Annonce: le BIAA fêtera ses 30 ans, le 30 mars 2012._2011
https://doi.org/10.1007/978-1-4614-8265-9_1066|https://doi.org/10.1007/978-3-319-76111-4_26
https://doi.org/10.1007/978-1-4614-8265-9_1066|https://doi.org/10.1007/978-0-387-39940-9_1299
https://doi.org/10.1007/978-1-4614-8265-9_1026|https://doi.org/10.1007/978-3-642-28148-8_6
https://doi.org/10.1007/978-1-4614-8265-9_1026|https://doi.org/10.1007/978-3-540-30468-5_25
https://doi.org/10.1007/978-1-4614-8265-9_80753|https://doi.org/10.1007/978-1-4614-8806-4_14
https://doi.org/10.1007/978-1-4614-8265-9_80753|https://doi.org/10.1007/978-3-540-39964-3_31
https://doi.org/10.1007/978-1-4614-8265-9_1503|https://doi.org/10.1109/NOTERE.2011.5957991
https://doi.org/10.1007/978-0-387-39940-9_553|http://biaa.eu/-upload/BIAA71.pdf
https://doi.org/10.1007/978-1-4614-8265-9_78|CODA - A GROUPBASE-System for Cooperative Design Applications._1993
https://doi.org/10.1007/978-1-4614-8265-9_78|https://doi.org/10.1007/978-3-540-92913-0_12
https://doi.org/10.1007/978-1-4614-8265-9_393|https://doi.org/10.1007/978-3-642-23588-7
https://doi.org/10.1007/978-1-4614-8265-9_393|https://doi.org/10.1007/3-540-60941-5
https://doi.org/10.1007/978-1-4614-8265-9_80666|https://doi.org/10.1007/978-1-4939-0392-4
https://doi.org/10.1007/978-1-4614-8265-9_80666|https://doi.org/10.1007/BFb0037513
https://doi.org/10.1007/978-0-387-39940-9_1309|https://doi.org/10.1109/COOPIS.1998.706199
https://doi.org/10.1007/978-0-387-39940-9_1309|https://doi.org/10.1007/978-3-642-72597-5
